player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Bryce Young,123943,QB,CAR,1,74.2,31,35,10.1,2.89,0,5,13.2,60.0,21,0,14,8.7,40,2,14,5,28.8,83.9,82.8,61.3,0,0,43,0,14.3,92.9,5.0,2,3,0,4,1,1,2.3,263,7.5
Sam Darnold,29048,QB,MIN,1,80.0,30,34,8.7,3.19,1,5,13.2,64.7,22,0,16,8.3,37,2,12,18,79.7,84.7,80.0,74.7,0,0,42,0,18.8,116.1,8.1,3,0,0,3,2,2,4.8,330,9.7
C.J. Stroud,129759,QB,HST,1,70.0,30,33,9.3,2.98,1,2,5.7,60.6,20,0,15,4.8,40,1,11,13,79.3,66.3,68.1,51.6,0,2,42,0,26.7,78.7,10.0,4,3,0,2,2,2,4.8,247,7.5
Cooper Rush,12324,QB,DAL,1,82.8,29,32,6.8,2.25,3,0,0.0,75.0,24,0,4,0.0,34,0,12,9,40.7,60.4,65.6,39.7,0,0,38,0,25.0,117.6,2.9,1,1,0,0,2,1,2.6,247,7.7
Tommy DeVito,60545,QB,NYG,1,75.9,29,31,6.6,2.83,0,0,0.0,67.7,21,0,17,4.5,39,1,12,21,79.9,51.1,51.8,55.4,0,0,42,0,23.5,83.9,10.3,4,4,0,2,0,1,2.4,189,6.1
Geno Smith,7820,QB,SEA,1,88.0,25,31,5.8,3.22,3,2,6.1,71.0,22,0,11,0.0,37,0,12,29,79.2,70.3,70.2,57.9,0,1,39,0,45.5,92.7,13.5,5,1,0,3,1,1,2.6,254,8.2
Baker Mayfield,46518,QB,TB,1,86.7,30,30,6.8,2.64,0,2,6.1,80.0,24,0,4,7.7,32,2,14,30,78.3,92.5,91.0,70.8,0,0,35,0,0.0,107.5,0.0,0,2,0,0,0,0,0.0,294,9.8
Brandon Allen,10835,QB,SF,1,73.1,26,29,7.5,2.8,0,0,0.0,58.6,17,0,12,10.5,32,2,8,28,19.9,47.8,49.3,54.6,0,1,32,0,16.7,76.7,6.3,2,1,0,3,1,3,9.4,199,6.9
Russell Wilson,7077,QB,PIT,1,80.8,26,28,11.8,3.01,0,3,10.3,75.0,21,0,17,0.0,33,0,10,25,27.5,79.9,77.3,66.9,0,0,34,0,23.5,116.7,12.1,4,1,0,2,1,1,2.9,270,9.6
Anthony Richardson,124393,QB,IND,1,56.5,23,28,14.1,2.73,1,3,9.1,39.3,11,0,13,15.4,30,2,7,14,29.4,76.6,77.9,60.1,1,0,35,1,0.0,60.4,0.0,0,2,0,3,0,2,5.7,172,6.1
Jameis Winston,9434,QB,CLV,1,76.0,25,27,9.3,2.96,2,2,6.5,66.7,18,0,12,5.3,29,1,9,8,78.2,86.4,83.9,66.8,0,1,33,0,8.3,76.0,3.4,1,1,0,0,0,1,3.0,219,8.1
Will Levis,83542,QB,TEN,1,86.4,22,24,8.6,2.65,1,2,8.3,75.0,18,0,16,5.3,34,1,9,31,79.4,63.6,64.6,62.6,0,1,35,1,50.0,123.3,23.5,8,2,0,1,2,1,2.9,278,11.6
Jordan Love,40306,QB,GB,1,68.2,22,23,12.1,2.62,0,1,4.0,56.5,13,0,10,13.3,26,2,9,12,77.3,63.5,60.8,62.6,0,0,28,0,20.0,107.7,7.7,2,0,0,1,2,2,7.1,163,7.1
Jalen Hurts,40291,QB,PHI,1,83.3,18,22,6.3,3.4,0,0,0.0,68.2,15,0,9,0.0,26,0,12,24,79.5,66.6,66.1,61.9,0,0,30,0,11.1,108.0,3.8,1,3,0,4,1,0,0.0,179,8.1
Lamar Jackson,46416,QB,BLT,1,76.2,21,22,11.4,3.2,0,1,4.0,72.7,16,0,9,0.0,23,0,6,3,78.7,74.8,75.2,60.9,0,0,26,0,11.1,126.5,4.3,1,0,0,1,2,1,3.8,177,8.0
Desmond Ridder,55086,QB,LV,1,71.4,7,10,5.0,2.97,1,0,0.0,50.0,5,0,8,0.0,13,0,3,23,72.4,34.8,36.8,58.3,0,0,13,0,25.0,70.4,15.4,2,1,0,2,0,1,7.7,64,6.4
Nick Mullens,12282,QB,MIN,1,100.0,1,1,2.0,2.2,0,0,0.0,100.0,1,0,0,0.0,1,0,1,18,60.4,60.7,60.4,,0,0,1,0,,118.8,0.0,0,0,0,0,0,0,0.0,14,14.0
Tyler Boyd,10689,WR,TEN,1,0.0,1,1,25.0,3.2,0,0,0.0,0.0,0,0,0,,1,0,0,31,69.5,69.0,51.2,,0,0,1,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Kendrick Bourne,12270,WR,NE,1,0.0,1,1,0.0,3.2,0,0,0.0,0.0,0,0,0,,1,0,0,19,67.0,60.9,57.7,,0,0,1,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Justin Fields,82118,QB,PIT,1,0.0,1,1,35.0,2.7,0,0,0.0,0.0,0,0,0,,1,0,0,25,69.1,51.2,50.7,58.1,0,0,2,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
DJ Moore,48267,WR,CHI,1,0.0,1,1,36.0,3.2,0,0,0.0,0.0,0,0,0,,1,0,0,6,71.3,73.7,59.7,62.8,0,0,1,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
AJ Cole,36038,P,LV,1,100.0,1,1,4.0,2.2,0,0,0.0,100.0,1,0,0,0.0,1,0,1,23,60.4,70.3,66.9,,0,0,1,0,,118.8,0.0,0,0,0,0,0,0,0.0,34,34.0
Drew Lock,39517,QB,NYG,1,100.0,1,1,-1.0,1.3,0,0,0.0,100.0,1,0,1,0.0,1,0,0,21,60.4,60.2,60.0,,0,0,1,0,0.0,79.2,0.0,0,0,0,0,0,0,0.0,3,3.0
