name,team,position,position_group,year,draft_control
Cal McNair,Texans,Owner/CEO,Owner,2021,0
Nick Caserio,Texans,General Manager,General Manager,2022,1
Janice McNair,Texans,Principal Owner,Owner,2022,0
Cal McNair,Texans,Owner/CEO,Owner,2022,0
Nick Caserio,Texans,General Manager,General Manager,2023,1
Janice McNair,Texans,Principal Owner,Owner,2023,0
Cal McNair,Texans,Owner/CEO,Owner,2023,0
Nick Caserio,Texans,General Manager,General Manager,2024,1
Cal McNair,Texans,Owner/CEO,Owner,2024,0
Nick Caserio,Texans,General Manager,General Manager,2025,1
Cal McNair,Texans,Owner/CEO,Owner,2025,0
Harry Wismer,Titans,Founder/Principal Owner,Owner,1960,0
Bud Adams,Titans,Founder/Owner/Chairman/President/CEO,Owner,1960,0
Don Suman,Titans,Executive VP/General Manager,VP/General Manager,1960,1
Harry Wismer,Titans,Founder/Principal Owner,Owner,1961,0
Bud Adams,Titans,Founder/Owner/Chairman/President/CEO,Owner,1961,0
Don Suman,Titans,Executive VP/General Manager,VP/General Manager,1961,1
Pop Ivy,Titans,Head Coach/General Manager,Head Coach/General Manager,1962,1
Harry Wismer,Titans,Founder/Principal Owner,Owner,1962,0
Bud Adams,Titans,Founder/Owner/Chairman/President/CEO,Owner,1962,0
Pop Ivy,Titans,Head Coach/General Manager,Head Coach/General Manager,1963,1
Bud Adams,Titans,Founder/Owner/Chairman/President/CEO,Owner,1963,0
Carroll Martin,Titans,General Manager,General Manager,1964,1
Bud Adams,Titans,Founder/Owner/Chairman/President/CEO,Owner,1964,0
Carroll Martin,Titans,General Manager,General Manager,1965,1
Bud Adams,Titans,Founder/Owner/Chairman/President/CEO,Owner,1965,0
Don Klosterman,Titans,General Manager,General Manager,1966,1
Bud Adams,Titans,Founder/Owner/Chairman/President/CEO,Owner,1966,0
Don Klosterman,Titans,General Manager,General Manager,1967,1
Bud Adams,Titans,Founder/Owner/Chairman/President/CEO,Owner,1967,0
Don Klosterman,Titans,General Manager,General Manager,1968,1
Bud Adams,Titans,Founder/Owner/Chairman/President/CEO,Owner,1968,0
Don Klosterman,Titans,General Manager,General Manager,1969,1
Bud Adams,Titans,Founder/Owner/Chairman/President/CEO,Owner,1969,0
Bob Brodhead,Titans,General Manager,General Manager,1970,1
Bud Adams,Titans,Founder/Owner/Chairman/President/CEO,Owner,1970,0
John Breen,Titans,General Manager,General Manager,1971,1
Bud Adams,Titans,Founder/Owner/Chairman/President/CEO,Owner,1971,0
John Breen,Titans,General Manager,General Manager,1972,1
Bud Adams,Titans,Founder/Owner/Chairman/President/CEO,Owner,1972,0
Bud Adams,Titans,Founder/Owner/Chairman/President/CEO,Owner,1973,0
Sid Gillman,Titans,Executive VP/General Manager,VP/General Manager,1973,1
Sid Gillman,Titans,Head Coach/General Manager,Head Coach/General Manager,1974,1
Bud Adams,Titans,Founder/Owner/Chairman/President/CEO,Owner,1974,0
Bum Phillips,Titans,Head Coach/General Manager,Head Coach/General Manager,1975,1
Bud Adams,Titans,Founder/Owner/Chairman/President/CEO,Owner,1975,0
Bum Phillips,Titans,Head Coach/General Manager,Head Coach/General Manager,1976,1
Bud Adams,Titans,Founder/Owner/Chairman/President/CEO,Owner,1976,0
Bum Phillips,Titans,Head Coach/General Manager,Head Coach/General Manager,1977,1
Bud Adams,Titans,Founder/Owner/Chairman/President/CEO,Owner,1977,0
Bum Phillips,Titans,Head Coach/General Manager,Head Coach/General Manager,1978,1
Bud Adams,Titans,Founder/Owner/Chairman/President/CEO,Owner,1978,0
Bum Phillips,Titans,Head Coach/General Manager,Head Coach/General Manager,1979,1
Bud Adams,Titans,Founder/Owner/Chairman/President/CEO,Owner,1979,0
Bum Phillips,Titans,Head Coach/General Manager,Head Coach/General Manager,1980,1
Bud Adams,Titans,Founder/Owner/Chairman/President/CEO,Owner,1980,0
Ladd Herzeg,Titans,General Manager,General Manager,1981,1
Bud Adams,Titans,Founder/Owner/Chairman/President/CEO,Owner,1981,0
Ladd Herzeg,Titans,General Manager,General Manager,1982,1
Bud Adams,Titans,Founder/Owner/Chairman/President/CEO,Owner,1982,0
Ladd Herzeg,Titans,General Manager,General Manager,1983,1
Bud Adams,Titans,Founder/Owner/Chairman/President/CEO,Owner,1983,0
Ladd Herzeg,Titans,General Manager,General Manager,1984,1
Bud Adams,Titans,Founder/Owner/Chairman/President/CEO,Owner,1984,0
Ladd Herzeg,Titans,General Manager,General Manager,1985,1
Bud Adams,Titans,Founder/Owner/Chairman/President/CEO,Owner,1985,0
Ladd Herzeg,Titans,General Manager,General Manager,1986,1
Bud Adams,Titans,Founder/Owner/Chairman/President/CEO,Owner,1986,0
Ladd Herzeg,Titans,General Manager,General Manager,1987,1
Bud Adams,Titans,Founder/Owner/Chairman/President/CEO,Owner,1987,0
Ladd Herzeg,Titans,General Manager,General Manager,1988,1
Bud Adams,Titans,Founder/Owner/Chairman/President/CEO,Owner,1988,0
Ladd Herzeg,Titans,General Manager,General Manager,1989,1
Bud Adams,Titans,Founder/Owner/Chairman/President/CEO,Owner,1989,0
Mike Holovak,Titans,General Manager,General Manager,1990,1
Bud Adams,Titans,Founder/Owner/Chairman/President/CEO,Owner,1990,0
Mike Holovak,Titans,General Manager,General Manager,1991,1
Bud Adams,Titans,Founder/Owner/Chairman/President/CEO,Owner,1991,0
Mike Holovak,Titans,General Manager,General Manager,1992,1
Bud Adams,Titans,Founder/Owner/Chairman/President/CEO,Owner,1992,0
Mike Holovak,Titans,General Manager,General Manager,1993,1
Bud Adams,Titans,Founder/Owner/Chairman/President/CEO,Owner,1993,0
Bud Adams,Titans,Founder/Owner/Chairman/President/CEO,Owner,1994,0
Floyd Reese,Titans,General Manager/Executive VP of Football Operations,VP/General Manager,1994,1
Bud Adams,Titans,Founder/Owner/Chairman/President/CEO,Owner,1995,0
Floyd Reese,Titans,General Manager/Executive VP of Football Operations,VP/General Manager,1995,1
Bud Adams,Titans,Founder/Owner/Chairman/President/CEO,Owner,1996,0
Floyd Reese,Titans,General Manager/Executive VP of Football Operations,VP/General Manager,1996,1
Bud Adams,Titans,Founder/Owner/Chairman/President/CEO,Owner,1997,0
Floyd Reese,Titans,General Manager/Executive VP of Football Operations,VP/General Manager,1997,1
Bud Adams,Titans,Founder/Owner/Chairman/President/CEO,Owner,1998,0
Floyd Reese,Titans,General Manager/Executive VP of Football Operations,VP/General Manager,1998,1
Bud Adams,Titans,Founder/Owner/Chairman/President/CEO,Owner,1999,0
Floyd Reese,Titans,General Manager/Executive VP of Football Operations,VP/General Manager,1999,1
Bud Adams,Titans,Founder/Owner/Chairman/President/CEO,Owner,2000,0
Floyd Reese,Titans,General Manager/Executive VP of Football Operations,VP/General Manager,2000,1
Bud Adams,Titans,Founder/Owner/Chairman/President/CEO,Owner,2001,0
Floyd Reese,Titans,General Manager/Executive VP of Football Operations,VP/General Manager,2001,1
Bud Adams,Titans,Founder/Owner/Chairman/President/CEO,Owner,2002,0
Floyd Reese,Titans,General Manager/Executive VP of Football Operations,VP/General Manager,2002,1
Bud Adams,Titans,Founder/Owner/Chairman/President/CEO,Owner,2003,0
Floyd Reese,Titans,General Manager/Executive VP of Football Operations,VP/General Manager,2003,1
Bud Adams,Titans,Founder/Owner/Chairman/President/CEO,Owner,2004,0
Floyd Reese,Titans,General Manager/Executive VP of Football Operations,VP/General Manager,2004,1
Bud Adams,Titans,Founder/Owner/Chairman/President/CEO,Owner,2005,0
Floyd Reese,Titans,General Manager/Executive VP of Football Operations,VP/General Manager,2005,1
Bud Adams,Titans,Founder/Owner/Chairman/President/CEO,Owner,2006,0
Floyd Reese,Titans,General Manager/Executive VP of Football Operations,VP/General Manager,2006,1
Mike Reinfeldt,Titans,General Manager,General Manager,2007,1
Bud Adams,Titans,Founder/Owner/Chairman/President/CEO,Owner,2007,0
Mike Reinfeldt,Titans,General Manager,General Manager,2008,1
Bud Adams,Titans,Founder/Owner/Chairman/President/CEO,Owner,2008,0
Mike Reinfeldt,Titans,General Manager,General Manager,2009,1
Bud Adams,Titans,Founder/Owner/Chairman/President/CEO,Owner,2009,0
Mike Reinfeldt,Titans,General Manager,General Manager,2010,1
Bud Adams,Titans,Founder/Owner/Chairman/President/CEO,Owner,2010,0
Mike Reinfeldt,Titans,General Manager,General Manager,2011,1
Bud Adams,Titans,Founder/Owner/Chairman/President/CEO,Owner,2011,0
Bud Adams,Titans,Founder/Owner/Chairman/President/CEO,Owner,2012,0
Ruston Webster,Titans,Executive VP/General Manager,VP/General Manager,2012,1
Bud Adams,Titans,Founder/Owner/Chairman/President/CEO,Owner,2013,0
Ruston Webster,Titans,Executive VP/General Manager,VP/General Manager,2013,1
Susie Adams Smith,Titans,Co-Chairman,General Executive,2014,0
Ruston Webster,Titans,Executive VP/General Manager,VP/General Manager,2014,1
Susie Adams Smith,Titans,Co-Chairman,General Executive,2015,0
Ruston Webster,Titans,Executive VP/General Manager,VP/General Manager,2015,1
Amy Adams Strunk,Titans,Owner,Owner,2016,0
Jon Robinson,Titans,Executive VP/General Manager,VP/General Manager,2016,1
Amy Adams Strunk,Titans,Owner,Owner,2017,0
Jon Robinson,Titans,Executive VP/General Manager,VP/General Manager,2017,1
Amy Adams Strunk,Titans,Owner,Owner,2018,0
Jon Robinson,Titans,Executive VP/General Manager,VP/General Manager,2018,1
Amy Adams Strunk,Titans,Owner,Owner,2019,0
Jon Robinson,Titans,Executive VP/General Manager,VP/General Manager,2019,1
Amy Adams Strunk,Titans,Owner,Owner,2020,0
Jon Robinson,Titans,Executive VP/General Manager,VP/General Manager,2020,1
Amy Adams Strunk,Titans,Owner,Owner,2021,0
Jon Robinson,Titans,Executive VP/General Manager,VP/General Manager,2021,1
Amy Adams Strunk,Titans,Owner,Owner,2022,0
Ryan Cowden,Titans,VP of Player Personnel/Interim General Manager,VP/General Manager,2022,0
Jon Robinson,Titans,Executive VP/General Manager,VP/General Manager,2022,1
Amy Adams Strunk,Titans,Owner,Owner,2023,0
Ran Carthon,Titans,Executive VP/General Manager,VP/General Manager,2023,1
Amy Adams Strunk,Titans,Owner,Owner,2024,0
Ran Carthon,Titans,Executive VP/General Manager,VP/General Manager,2024,1
Amy Adams Strunk,Titans,Owner,Owner,2025,0
Mike Borgonzi,Titans,Executive VP/General Manager,VP/General Manager,2025,1
Bert Rose,Vikings,General Manager,General Manager,1961,1
Bill Boyer,Vikings,Co-Owner/President,Owner,1961,0
Max Winter,Vikings,Owner/President,Owner,1961,0
Bert Rose,Vikings,General Manager,General Manager,1962,1
Bill Boyer,Vikings,Co-Owner/President,Owner,1962,0
Max Winter,Vikings,Owner/President,Owner,1962,0
Bert Rose,Vikings,General Manager,General Manager,1963,1
Bill Boyer,Vikings,Co-Owner/President,Owner,1963,0
Max Winter,Vikings,Owner/President,Owner,1963,0
Jim Finks,Vikings,General Manager,General Manager,1964,1
Bill Boyer,Vikings,Co-Owner/President,Owner,1964,0
Max Winter,Vikings,Owner/President,Owner,1964,0
Jim Finks,Vikings,General Manager,General Manager,1965,1
Bill Boyer,Vikings,Co-Owner/President,Owner,1965,0
Max Winter,Vikings,Owner/President,Owner,1965,0
Jim Finks,Vikings,General Manager,General Manager,1966,1
Bill Boyer,Vikings,Co-Owner/President,Owner,1966,0
Max Winter,Vikings,Owner/President,Owner,1966,0
Jim Finks,Vikings,General Manager,General Manager,1967,1
Bill Boyer,Vikings,Co-Owner/President,Owner,1967,0
Max Winter,Vikings,Owner/President,Owner,1967,0
Jim Finks,Vikings,General Manager,General Manager,1968,1
Bill Boyer,Vikings,Co-Owner/President,Owner,1968,0
Max Winter,Vikings,Owner/President,Owner,1968,0
Jim Finks,Vikings,General Manager,General Manager,1969,1
Bill Boyer,Vikings,Co-Owner/President,Owner,1969,0
Max Winter,Vikings,Owner/President,Owner,1969,0
Jim Finks,Vikings,General Manager,General Manager,1970,1
Bill Boyer,Vikings,Co-Owner/President,Owner,1970,0
Max Winter,Vikings,Owner/President,Owner,1970,0
Jim Finks,Vikings,General Manager,General Manager,1971,1
Bill Boyer,Vikings,Co-Owner/President,Owner,1971,0
Max Winter,Vikings,Owner/President,Owner,1971,0
Jim Finks,Vikings,General Manager,General Manager,1972,1
Bill Boyer,Vikings,Co-Owner/President,Owner,1972,0
Max Winter,Vikings,Owner/President,Owner,1972,0
Jim Finks,Vikings,General Manager,General Manager,1973,1
Max Winter,Vikings,Owner/President,Owner,1973,0
Jim Finks,Vikings,General Manager,General Manager,1974,1
Max Winter,Vikings,Owner/President,Owner,1974,0
Mike Lynn,Vikings,General Manager,General Manager,1975,1
Max Winter,Vikings,Owner/President,Owner,1975,0
Mike Lynn,Vikings,General Manager,General Manager,1976,1
Max Winter,Vikings,Owner/President,Owner,1976,0
Mike Lynn,Vikings,General Manager,General Manager,1977,1
Max Winter,Vikings,Owner/President,Owner,1977,0
Mike Lynn,Vikings,General Manager,General Manager,1978,1
Max Winter,Vikings,Owner/President,Owner,1978,0
Mike Lynn,Vikings,General Manager,General Manager,1979,1
Max Winter,Vikings,Owner/President,Owner,1979,0
Mike Lynn,Vikings,General Manager,General Manager,1980,1
Max Winter,Vikings,Owner/President,Owner,1980,0
Mike Lynn,Vikings,General Manager,General Manager,1981,1
Max Winter,Vikings,Owner/President,Owner,1981,0
Mike Lynn,Vikings,General Manager,General Manager,1982,1
Max Winter,Vikings,Owner/President,Owner,1982,0
Mike Lynn,Vikings,General Manager,General Manager,1983,1
Max Winter,Vikings,Owner/President,Owner,1983,0
Mike Lynn,Vikings,General Manager,General Manager,1984,1
Max Winter,Vikings,Owner/President,Owner,1984,0
Mike Lynn,Vikings,General Manager,General Manager,1985,1
Max Winter,Vikings,Owner/President,Owner,1985,0
Mike Lynn,Vikings,General Manager,General Manager,1986,1
Max Winter,Vikings,Owner/President,Owner,1986,0
Mike Lynn,Vikings,General Manager,General Manager,1987,1
Max Winter,Vikings,Owner/President,Owner,1987,0
Mike Lynn,Vikings,General Manager,General Manager,1988,1
Max Winter,Vikings,Owner/President,Owner,1988,0
Mike Lynn,Vikings,General Manager,General Manager,1989,1
Irwin Jacobs,Vikings,Co-Owner,Owner,1989,0
Carl Pohlad,Vikings,Co-Owner,Owner,1989,0
Mike Lynn,Vikings,General Manager,General Manager,1990,1
Irwin Jacobs,Vikings,Co-Owner,Owner,1990,0
Carl Pohlad,Vikings,Co-Owner,Owner,1990,0
Roger Headrick,Vikings,CEO/Managing Partner,General Executive,1991,0
Jeff Diamond,Vikings,VP/de facto General Manager,VP/General Manager,1991,1
Roger Headrick,Vikings,CEO/Managing Partner,General Executive,1992,0
Jeff Diamond,Vikings,VP/de facto General Manager,VP/General Manager,1992,1
Roger Headrick,Vikings,CEO/Managing Partner,General Executive,1993,0
Jeff Diamond,Vikings,VP/de facto General Manager,VP/General Manager,1993,1
Roger Headrick,Vikings,CEO/Managing Partner,General Executive,1994,0
Jeff Diamond,Vikings,VP/de facto General Manager,VP/General Manager,1994,1
Roger Headrick,Vikings,CEO/Managing Partner,General Executive,1995,0
Jeff Diamond,Vikings,VP/de facto General Manager,VP/General Manager,1995,1
Roger Headrick,Vikings,CEO/Managing Partner,General Executive,1996,0
Jeff Diamond,Vikings,VP/de facto General Manager,VP/General Manager,1996,1
Roger Headrick,Vikings,CEO/Managing Partner,General Executive,1997,0
Jeff Diamond,Vikings,VP/de facto General Manager,VP/General Manager,1997,1
Red McCombs,Vikings,Principal Owner,Owner,1998,0
Jeff Diamond,Vikings,VP/de facto General Manager,VP/General Manager,1998,1
Red McCombs,Vikings,Principal Owner,Owner,1999,0
Tim Connolly,Vikings,VP/de facto General Manager,VP/General Manager,1999,1
Dennis Green,Vikings,Head Coach/de facto General Manager,Head Coach/General Manager,2000,1
Red McCombs,Vikings,Principal Owner,Owner,2000,0
Dennis Green,Vikings,Head Coach/de facto General Manager,Head Coach/General Manager,2001,1
Red McCombs,Vikings,Principal Owner,Owner,2001,0
Red McCombs,Vikings,Principal Owner,Owner,2002,0
Rob Brzezinski,Vikings,VP of Football Operations,VP,2002,1
Red McCombs,Vikings,Principal Owner,Owner,2003,0
Rob Brzezinski,Vikings,VP of Football Operations,VP,2003,1
Red McCombs,Vikings,Principal Owner,Owner,2004,0
Rob Brzezinski,Vikings,VP of Football Operations,VP,2004,1
Zygi Wilf,Vikings,Principal Owner/Chairman,Owner,2005,0
Rob Brzezinski,Vikings,VP of Football Operations,VP,2005,1
Zygi Wilf,Vikings,Principal Owner/Chairman,Owner,2006,0
Fran Foley,Vikings,VP of Player Personnel/de facto General Manager,VP/General Manager,2006,1
Rick Spielman,Vikings,Executive VP/General Manager,VP/General Manager,2006,0
Zygi Wilf,Vikings,Principal Owner/Chairman,Owner,2007,0
Rick Spielman,Vikings,Executive VP/General Manager,VP/General Manager,2007,1
Zygi Wilf,Vikings,Principal Owner/Chairman,Owner,2008,0
Rick Spielman,Vikings,Executive VP/General Manager,VP/General Manager,2008,1
Zygi Wilf,Vikings,Principal Owner/Chairman,Owner,2009,0
Rick Spielman,Vikings,Executive VP/General Manager,VP/General Manager,2009,1
Zygi Wilf,Vikings,Principal Owner/Chairman,Owner,2010,0
Rick Spielman,Vikings,Executive VP/General Manager,VP/General Manager,2010,1
Zygi Wilf,Vikings,Principal Owner/Chairman,Owner,2011,0
Rick Spielman,Vikings,Executive VP/General Manager,VP/General Manager,2011,1
Zygi Wilf,Vikings,Principal Owner/Chairman,Owner,2012,0
Rick Spielman,Vikings,Executive VP/General Manager,VP/General Manager,2012,1
Zygi Wilf,Vikings,Principal Owner/Chairman,Owner,2013,0
Rick Spielman,Vikings,Executive VP/General Manager,VP/General Manager,2013,1
Zygi Wilf,Vikings,Principal Owner/Chairman,Owner,2014,0
Rick Spielman,Vikings,Executive VP/General Manager,VP/General Manager,2014,1
Zygi Wilf,Vikings,Principal Owner/Chairman,Owner,2015,0
Rick Spielman,Vikings,Executive VP/General Manager,VP/General Manager,2015,1
Zygi Wilf,Vikings,Principal Owner/Chairman,Owner,2016,0
Rick Spielman,Vikings,Executive VP/General Manager,VP/General Manager,2016,1
Zygi Wilf,Vikings,Principal Owner/Chairman,Owner,2017,0
