player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
C.J. Stroud,129759,QB,HST,1,66.7,36,39,11.7,3.26,1,2,5.0,59.0,23,0,21,4.2,43,1,16,13,79.6,83.9,81.7,78.2,1,2,44,2,9.5,73.0,4.7,2,2,0,1,2,1,2.3,244,6.3
Aidan O'Connell,60516,QB,LV,1,74.3,35,38,6.2,2.96,1,1,2.3,63.2,24,0,13,7.7,41,2,14,23,81.1,67.0,58.4,85.3,0,0,47,0,15.4,82.9,4.9,2,1,0,2,0,0,0.0,257,6.8
Drake Maye,143969,QB,NE,1,73.3,30,36,7.4,2.44,0,2,4.9,61.1,22,0,17,0.0,43,0,14,19,32.5,54.0,53.0,66.2,0,1,48,1,11.8,90.2,4.7,2,2,0,6,2,1,2.1,261,7.3
Sam Darnold,29048,QB,MIN,1,75.0,32,35,7.8,3.02,1,2,5.7,62.9,22,0,13,8.3,40,2,13,18,30.0,78.4,75.6,68.4,1,0,42,0,23.1,112.3,7.5,3,2,0,1,3,2,4.8,246,7.0
Cooper Rush,12324,QB,DAL,1,81.3,32,35,7.1,2.45,0,2,5.3,74.3,26,0,7,0.0,36,0,12,9,79.5,71.8,70.7,60.5,0,0,39,0,14.3,108.3,2.8,1,0,0,3,1,1,2.6,292,8.3
Mason Rudolph,46569,QB,TEN,1,86.2,29,34,6.9,2.74,1,2,5.4,67.6,23,0,9,8.0,36,2,11,31,79.5,70.0,69.5,60.1,1,3,39,0,11.1,72.2,2.8,1,1,0,3,2,2,5.1,252,7.4
Tua Tagovailoa,60326,QB,MIA,1,76.7,30,34,7.0,2.16,0,1,2.9,64.7,22,0,5,4.3,36,1,13,17,28.4,72.2,76.3,43.2,0,0,37,0,0.0,92.2,0.0,0,0,0,4,1,0,0.0,215,6.3
Dorian Thompson-Robinson,83574,QB,CLV,1,73.3,30,34,5.2,3.27,0,1,2.7,58.8,20,0,16,9.1,42,2,10,8,33.1,54.1,51.0,63.5,0,2,45,1,31.3,45.8,11.9,5,3,0,4,0,2,4.4,157,4.6
Russell Wilson,7077,QB,PIT,1,88.5,26,33,7.9,3.16,0,2,6.1,66.7,22,0,17,4.3,38,1,14,25,28.1,63.1,68.7,39.8,0,1,38,0,17.6,92.6,7.9,3,2,1,6,2,2,5.3,217,6.6
Kyler Murray,38334,QB,ARZ,1,69.0,29,32,6.8,3.18,0,0,0.0,62.5,20,0,13,0.0,42,0,14,1,80.1,64.0,53.6,88.7,0,1,46,1,23.1,77.9,7.1,3,6,0,3,1,1,2.2,202,6.3
Jared Goff,10635,QB,DET,1,80.0,30,32,6.3,2.77,0,2,6.3,71.9,23,0,7,4.2,33,1,15,11,78.2,69.6,68.3,60.0,1,0,33,0,14.3,137.0,3.0,1,0,0,1,3,1,3.0,336,10.5
Justin Herbert,28237,QB,LAC,1,85.7,28,31,6.9,2.8,2,2,5.9,74.2,23,0,20,4.2,37,1,16,27,80.0,78.2,76.2,67.2,0,1,40,0,10.0,110.1,5.4,2,4,0,1,2,1,2.5,284,9.2
Joe Burrow,28022,QB,CIN,1,82.1,28,30,8.5,2.86,0,3,10.0,76.7,23,0,15,0.0,36,0,15,7,27.4,75.8,74.2,62.9,0,0,36,0,26.7,134.3,11.1,4,2,0,2,3,1,2.8,252,8.4
Spencer Rattler,97408,QB,NO,1,61.5,26,30,8.7,3.07,1,2,6.5,50.0,15,0,20,6.3,38,1,10,20,28.0,46.7,43.7,64.7,2,1,39,0,15.0,51.1,7.9,3,5,0,1,0,2,5.1,153,5.1
Josh Allen,46601,QB,BUF,1,66.7,27,29,12.2,3.51,0,1,3.3,55.2,16,0,10,11.1,34,2,12,4,78.7,68.2,61.5,77.1,0,1,35,0,10.0,67.3,2.9,1,4,0,2,1,2,5.7,154,5.3
Jordan Love,40306,QB,GB,1,69.6,23,28,7.5,2.84,2,1,3.6,57.1,16,0,10,0.0,28,0,9,12,77.3,68.7,65.9,62.6,0,0,28,1,0.0,88.7,0.0,0,0,0,3,1,0,0.0,182,6.5
Michael Penix Jr.,82134,QB,ATL,1,80.8,26,27,5.9,2.44,0,0,0.0,66.7,18,0,9,14.3,30,3,10,2,78.1,75.4,77.7,51.2,0,1,31,0,0.0,73.4,0.0,0,2,0,1,0,0,0.0,202,7.5
Bryce Young,123943,QB,CAR,1,78.3,23,26,7.1,2.89,0,4,14.3,65.4,17,0,12,5.6,33,1,12,5,78.5,91.7,91.2,73.9,0,0,35,1,25.0,107.5,9.1,3,4,0,3,2,0,0.0,158,6.1
Kenny Pickett,60515,QB,PHI,1,71.4,21,24,9.0,3.08,1,0,0.0,58.3,14,0,13,6.7,30,1,8,24,77.7,57.7,59.5,52.0,1,1,33,0,23.1,72.0,10.0,3,3,0,1,1,1,3.0,143,6.0
Lamar Jackson,46416,QB,BLT,1,69.6,23,23,10.3,2.7,0,3,13.0,65.2,15,0,14,6.3,25,1,12,3,78.6,89.9,90.4,63.9,0,1,25,0,7.1,115.4,4.0,1,0,0,0,3,0,0.0,207,9.0
Matthew Stafford,4924,QB,LA,1,87.5,16,19,3.7,2.39,2,0,0.0,73.7,14,0,4,0.0,19,0,7,26,76.2,61.8,60.3,60.5,1,1,20,0,0.0,83.2,0.0,0,0,0,0,1,1,5.0,110,5.8
Anthony Richardson,124393,QB,IND,1,72.7,11,11,7.7,2.47,0,1,9.1,63.6,7,0,3,12.5,14,1,6,14,76.1,63.0,51.0,71.9,0,1,14,1,33.3,97.2,7.1,1,2,0,0,1,1,7.1,131,11.9
Jalen Hurts,40291,QB,PHI,1,33.3,3,4,15.3,3.05,0,0,0.0,25.0,1,0,3,0.0,6,0,2,24,69.9,55.9,46.6,66.5,0,0,6,1,0.0,39.6,0.0,0,2,0,1,0,0,0.0,11,2.8
Malik Willis,60341,QB,GB,1,100.0,2,2,17.5,2.65,0,1,50.0,50.0,1,0,0,50.0,2,1,1,12,69.1,77.2,80.9,58.4,0,0,2,0,,95.8,0.0,0,0,0,0,0,0,0.0,34,17.0
