season,team,game_id,off_play_caller,def_play_caller
1999,ARI,1999_01_ARI_PHI,Marc Trestman,Dave McGinnis
1999,ARI,1999_02_ARI_MIA,Marc Trestman,Dave McGinnis
1999,ARI,1999_03_SF_ARI,Marc Trestman,Dave McGinnis
1999,ARI,1999_04_ARI_DAL,Marc Trestman,Dave McGinnis
1999,ARI,1999_05_NYG_ARI,Marc Trestman,Dave McGinnis
1999,ARI,1999_06_WAS_ARI,Marc Trestman,Dave McGinnis
1999,ARI,1999_08_NE_ARI,Marc Trestman,Dave McGinnis
1999,ARI,1999_09_ARI_NYJ,Marc Trestman,Dave McGinnis
1999,ARI,1999_10_DET_ARI,Marc Trestman,Dave McGinnis
1999,ARI,1999_11_DAL_ARI,Marc Trestman,Dave McGinnis
1999,ARI,1999_12_ARI_NYG,Marc Trestman,Dave McGinnis
1999,ARI,1999_13_PHI_ARI,Marc Trestman,Dave McGinnis
1999,ARI,1999_14_ARI_WAS,Marc Trestman,Dave McGinnis
1999,ARI,1999_15_BUF_ARI,Marc Trestman,Dave McGinnis
1999,ARI,1999_16_ARI_ATL,Marc Trestman,Dave McGinnis
1999,ARI,1999_17_ARI_GB,Marc Trestman,Dave McGinnis
2000,ARI,2000_01_ARI_NYG,Marc Trestman,Dave McGinnis
2000,ARI,2000_02_DAL_ARI,Marc Trestman,Dave McGinnis
2000,ARI,2000_04_GB_ARI,Marc Trestman,Dave McGinnis
2000,ARI,2000_05_ARI_SF,Marc Trestman,Dave McGinnis
2000,ARI,2000_06_CLE_ARI,Marc Trestman,Dave McGinnis
2000,ARI,2000_07_PHI_ARI,Marc Trestman,Dave McGinnis
2000,ARI,2000_08_ARI_DAL,Marc Trestman,Larry Marmie
2000,ARI,2000_09_NO_ARI,Marc Trestman,Larry Marmie
2000,ARI,2000_10_WAS_ARI,Marc Trestman,Larry Marmie
2000,ARI,2000_11_ARI_MIN,Marc Trestman,Larry Marmie
2000,ARI,2000_12_ARI_PHI,Marc Trestman,Larry Marmie
2000,ARI,2000_13_NYG_ARI,Marc Trestman,Larry Marmie
2000,ARI,2000_14_ARI_CIN,Marc Trestman,Larry Marmie
2000,ARI,2000_15_ARI_JAX,Marc Trestman,Larry Marmie
2000,ARI,2000_16_BAL_ARI,Marc Trestman,Larry Marmie
2000,ARI,2000_17_ARI_WAS,Marc Trestman,Larry Marmie
2001,ARI,2001_02_DEN_ARI,Rich Olson,Larry Marmie
2001,ARI,2001_03_ATL_ARI,Rich Olson,Larry Marmie
2001,ARI,2001_04_ARI_PHI,Rich Olson,Larry Marmie
2001,ARI,2001_05_ARI_CHI,Rich Olson,Larry Marmie
2001,ARI,2001_06_KC_ARI,Rich Olson,Larry Marmie
2001,ARI,2001_07_ARI_DAL,Rich Olson,Larry Marmie
2001,ARI,2001_08_PHI_ARI,Rich Olson,Larry Marmie
2001,ARI,2001_09_NYG_ARI,Rich Olson,Larry Marmie
2001,ARI,2001_10_DET_ARI,Rich Olson,Larry Marmie
2001,ARI,2001_11_ARI_SD,Rich Olson,Larry Marmie
2001,ARI,2001_12_ARI_OAK,Rich Olson,Larry Marmie
2001,ARI,2001_13_WAS_ARI,Rich Olson,Larry Marmie
2001,ARI,2001_14_ARI_NYG,Rich Olson,Larry Marmie
2001,ARI,2001_15_DAL_ARI,Rich Olson,Larry Marmie
2001,ARI,2001_16_ARI_CAR,Rich Olson,Larry Marmie
2001,ARI,2001_17_ARI_WAS,Rich Olson,Larry Marmie
2002,ARI,2002_01_ARI_WAS,Rich Olson,Larry Marmie
2002,ARI,2002_02_ARI_SEA,Rich Olson,Larry Marmie
2002,ARI,2002_03_SD_ARI,Rich Olson,Larry Marmie
2002,ARI,2002_04_NYG_ARI,Rich Olson,Larry Marmie
2002,ARI,2002_05_ARI_CAR,Rich Olson,Larry Marmie
2002,ARI,2002_07_DAL_ARI,Rich Olson,Larry Marmie
2002,ARI,2002_08_ARI_SF,Rich Olson,Larry Marmie
2002,ARI,2002_09_STL_ARI,Rich Olson,Larry Marmie
2002,ARI,2002_10_SEA_ARI,Rich Olson,Larry Marmie
2002,ARI,2002_11_ARI_PHI,Rich Olson,Larry Marmie
2002,ARI,2002_12_OAK_ARI,Rich Olson,Larry Marmie
2002,ARI,2002_13_ARI_KC,Rich Olson,Larry Marmie
2002,ARI,2002_14_DET_ARI,Rich Olson,Larry Marmie
2002,ARI,2002_15_ARI_STL,Rich Olson,Larry Marmie
2002,ARI,2002_16_SF_ARI,Rich Olson,Larry Marmie
2002,ARI,2002_17_ARI_DEN,Rich Olson,Larry Marmie
2003,ARI,2003_01_ARI_DET,Jerry Sullivan,Larry Marmie
2003,ARI,2003_02_SEA_ARI,Jerry Sullivan,Larry Marmie
2003,ARI,2003_03_GB_ARI,Jerry Sullivan,Larry Marmie
2003,ARI,2003_04_ARI_STL,Jerry Sullivan,Larry Marmie
2003,ARI,2003_05_ARI_DAL,Jerry Sullivan,Larry Marmie
2003,ARI,2003_06_BAL_ARI,Jerry Sullivan,Larry Marmie
2003,ARI,2003_08_SF_ARI,Jerry Sullivan,Larry Marmie
2003,ARI,2003_09_CIN_ARI,Jerry Sullivan,Larry Marmie
2003,ARI,2003_10_ARI_PIT,Jerry Sullivan,Larry Marmie
2003,ARI,2003_11_ARI_CLE,Jerry Sullivan,Larry Marmie
2003,ARI,2003_12_STL_ARI,Jerry Sullivan,Larry Marmie
2003,ARI,2003_13_ARI_CHI,Jerry Sullivan,Larry Marmie
2003,ARI,2003_14_ARI_SF,Jerry Sullivan,Larry Marmie
2003,ARI,2003_15_CAR_ARI,Jerry Sullivan,Larry Marmie
2003,ARI,2003_16_ARI_SEA,Jerry Sullivan,Larry Marmie
2003,ARI,2003_17_MIN_ARI,Jerry Sullivan,Larry Marmie
2004,ARI,2004_01_ARI_STL,Alex Wood,Clancy Pendergast
2004,ARI,2004_02_NE_ARI,Alex Wood,Clancy Pendergast
2004,ARI,2004_03_ARI_ATL,Alex Wood,Clancy Pendergast
2004,ARI,2004_04_NO_ARI,Alex Wood,Clancy Pendergast
2004,ARI,2004_05_ARI_SF,Alex Wood,Clancy Pendergast
2004,ARI,2004_07_SEA_ARI,Alex Wood,Clancy Pendergast
2004,ARI,2004_08_ARI_BUF,Alex Wood,Clancy Pendergast
2004,ARI,2004_09_ARI_MIA,Alex Wood,Clancy Pendergast
2004,ARI,2004_10_NYG_ARI,Alex Wood,Clancy Pendergast
2004,ARI,2004_11_ARI_CAR,Alex Wood,Clancy Pendergast
2004,ARI,2004_12_NYJ_ARI,Alex Wood,Clancy Pendergast
2004,ARI,2004_13_ARI_DET,Alex Wood,Clancy Pendergast
2004,ARI,2004_14_SF_ARI,Alex Wood,Clancy Pendergast
2004,ARI,2004_15_STL_ARI,Alex Wood,Clancy Pendergast
2004,ARI,2004_16_ARI_SEA,Alex Wood,Clancy Pendergast
2004,ARI,2004_17_TB_ARI,Alex Wood,Clancy Pendergast
2005,ARI,2005_01_ARI_NYG,Keith Rowen,Clancy Pendergast
2005,ARI,2005_02_STL_ARI,Keith Rowen,Clancy Pendergast
2005,ARI,2005_03_ARI_SEA,Keith Rowen,Clancy Pendergast
2005,ARI,2005_04_SF_ARI,Keith Rowen,Clancy Pendergast
2005,ARI,2005_05_CAR_ARI,Keith Rowen,Clancy Pendergast
2005,ARI,2005_07_TEN_ARI,Keith Rowen,Clancy Pendergast
2005,ARI,2005_08_ARI_DAL,Keith Rowen,Clancy Pendergast
2005,ARI,2005_09_SEA_ARI,Keith Rowen,Clancy Pendergast
2005,ARI,2005_10_ARI_DET,Keith Rowen,Clancy Pendergast
2005,ARI,2005_11_ARI_STL,Keith Rowen,Clancy Pendergast
2005,ARI,2005_12_JAX_ARI,Keith Rowen,Clancy Pendergast
2005,ARI,2005_13_ARI_SF,Keith Rowen,Clancy Pendergast
2005,ARI,2005_14_WAS_ARI,Keith Rowen,Clancy Pendergast
2005,ARI,2005_15_ARI_HOU,Keith Rowen,Clancy Pendergast
2005,ARI,2005_16_PHI_ARI,Keith Rowen,Clancy Pendergast
2005,ARI,2005_17_ARI_IND,Keith Rowen,Clancy Pendergast
2006,ARI,2006_01_SF_ARI,Keith Rowen,Clancy Pendergast
2006,ARI,2006_02_ARI_SEA,Keith Rowen,Clancy Pendergast
2006,ARI,2006_03_STL_ARI,Keith Rowen,Clancy Pendergast
2006,ARI,2006_04_ARI_ATL,Keith Rowen,Clancy Pendergast
2006,ARI,2006_05_KC_ARI,Keith Rowen,Clancy Pendergast
2006,ARI,2006_06_CHI_ARI,Keith Rowen,Clancy Pendergast
2006,ARI,2006_07_ARI_OAK,Mike Kruczek,Clancy Pendergast
2006,ARI,2006_08_ARI_GB,Mike Kruczek,Clancy Pendergast
2006,ARI,2006_10_DAL_ARI,Mike Kruczek,Clancy Pendergast
2006,ARI,2006_11_DET_ARI,Mike Kruczek,Clancy Pendergast
2006,ARI,2006_12_ARI_MIN,Mike Kruczek,Clancy Pendergast
2006,ARI,2006_13_ARI_STL,Mike Kruczek,Clancy Pendergast
2006,ARI,2006_14_SEA_ARI,Mike Kruczek,Clancy Pendergast
2006,ARI,2006_15_DEN_ARI,Mike Kruczek,Clancy Pendergast
2006,ARI,2006_16_ARI_SF,Mike Kruczek,Clancy Pendergast
2006,ARI,2006_17_ARI_SD,Mike Kruczek,Clancy Pendergast
2007,ARI,2007_01_ARI_SF,Todd Haley,Clancy Pendergast
2007,ARI,2007_02_SEA_ARI,Todd Haley,Clancy Pendergast
2007,ARI,2007_03_ARI_BAL,Todd Haley,Clancy Pendergast
2007,ARI,2007_04_PIT_ARI,Todd Haley,Clancy Pendergast
2007,ARI,2007_05_ARI_STL,Todd Haley,Clancy Pendergast
2007,ARI,2007_06_CAR_ARI,Todd Haley,Clancy Pendergast
2007,ARI,2007_07_ARI_WAS,Todd Haley,Clancy Pendergast
2007,ARI,2007_09_ARI_TB,Todd Haley,Clancy Pendergast
2007,ARI,2007_10_DET_ARI,Todd Haley,Clancy Pendergast
2007,ARI,2007_11_ARI_CIN,Todd Haley,Clancy Pendergast
2007,ARI,2007_12_SF_ARI,Todd Haley,Clancy Pendergast
2007,ARI,2007_13_CLE_ARI,Todd Haley,Clancy Pendergast
2007,ARI,2007_14_ARI_SEA,Todd Haley,Clancy Pendergast
2007,ARI,2007_15_ARI_NO,Todd Haley,Clancy Pendergast
2007,ARI,2007_16_ATL_ARI,Todd Haley,Clancy Pendergast
2007,ARI,2007_17_STL_ARI,Todd Haley,Clancy Pendergast
2008,ARI,2008_01_ARI_SF,Todd Haley,Clancy Pendergast
2008,ARI,2008_02_MIA_ARI,Todd Haley,Clancy Pendergast
2008,ARI,2008_03_ARI_WAS,Todd Haley,Clancy Pendergast
2008,ARI,2008_04_ARI_NYJ,Todd Haley,Clancy Pendergast
2008,ARI,2008_05_BUF_ARI,Todd Haley,Clancy Pendergast
2008,ARI,2008_06_DAL_ARI,Todd Haley,Clancy Pendergast
2008,ARI,2008_08_ARI_CAR,Todd Haley,Clancy Pendergast
2008,ARI,2008_09_ARI_STL,Todd Haley,Clancy Pendergast
2008,ARI,2008_10_SF_ARI,Todd Haley,Clancy Pendergast
2008,ARI,2008_11_ARI_SEA,Todd Haley,Clancy Pendergast
2008,ARI,2008_12_NYG_ARI,Todd Haley,Clancy Pendergast
2008,ARI,2008_13_ARI_PHI,Todd Haley,Clancy Pendergast
2008,ARI,2008_14_STL_ARI,Todd Haley,Clancy Pendergast
2008,ARI,2008_15_MIN_ARI,Todd Haley,Clancy Pendergast
2008,ARI,2008_16_ARI_NE,Todd Haley,Clancy Pendergast
2008,ARI,2008_17_SEA_ARI,Todd Haley,Clancy Pendergast
2008,ARI,2008_18_ATL_ARI,Todd Haley,Clancy Pendergast
2008,ARI,2008_19_ARI_CAR,Todd Haley,Clancy Pendergast
2008,ARI,2008_20_PHI_ARI,Todd Haley,Clancy Pendergast
2008,ARI,2008_21_PIT_ARI,Todd Haley,Clancy Pendergast
2009,ARI,2009_01_SF_ARI,Ken Whisenhunt,Billy Davis
2009,ARI,2009_02_ARI_JAX,Ken Whisenhunt,Billy Davis
2009,ARI,2009_03_IND_ARI,Ken Whisenhunt,Billy Davis
2009,ARI,2009_05_HOU_ARI,Ken Whisenhunt,Billy Davis
2009,ARI,2009_06_ARI_SEA,Ken Whisenhunt,Billy Davis
2009,ARI,2009_07_ARI_NYG,Ken Whisenhunt,Billy Davis
2009,ARI,2009_08_CAR_ARI,Ken Whisenhunt,Billy Davis
2009,ARI,2009_09_ARI_CHI,Ken Whisenhunt,Billy Davis
2009,ARI,2009_10_SEA_ARI,Ken Whisenhunt,Billy Davis
2009,ARI,2009_11_ARI_STL,Ken Whisenhunt,Billy Davis
2009,ARI,2009_12_ARI_TEN,Ken Whisenhunt,Billy Davis
2009,ARI,2009_13_MIN_ARI,Ken Whisenhunt,Billy Davis
2009,ARI,2009_14_ARI_SF,Ken Whisenhunt,Billy Davis
2009,ARI,2009_15_ARI_DET,Ken Whisenhunt,Billy Davis
2009,ARI,2009_16_STL_ARI,Ken Whisenhunt,Billy Davis
2009,ARI,2009_17_GB_ARI,Ken Whisenhunt,Billy Davis
2009,ARI,2009_18_GB_ARI,Ken Whisenhunt,Billy Davis
2009,ARI,2009_19_ARI_NO,Ken Whisenhunt,Billy Davis
2010,ARI,2010_01_ARI_STL,Ken Whisenhunt,Billy Davis
2010,ARI,2010_02_ARI_ATL,Ken Whisenhunt,Billy Davis
2010,ARI,2010_03_OAK_ARI,Ken Whisenhunt,Billy Davis
2010,ARI,2010_04_ARI_SD,Ken Whisenhunt,Billy Davis
2010,ARI,2010_05_NO_ARI,Ken Whisenhunt,Billy Davis
2010,ARI,2010_07_ARI_SEA,Ken Whisenhunt,Billy Davis
2010,ARI,2010_08_TB_ARI,Ken Whisenhunt,Billy Davis
2010,ARI,2010_09_ARI_MIN,Ken Whisenhunt,Billy Davis
2010,ARI,2010_10_SEA_ARI,Ken Whisenhunt,Billy Davis
2010,ARI,2010_11_ARI_KC,Ken Whisenhunt,Billy Davis
2010,ARI,2010_12_SF_ARI,Ken Whisenhunt,Billy Davis
2010,ARI,2010_13_STL_ARI,Ken Whisenhunt,Billy Davis
2010,ARI,2010_14_DEN_ARI,Ken Whisenhunt,Billy Davis
2010,ARI,2010_15_ARI_CAR,Ken Whisenhunt,Billy Davis
2010,ARI,2010_16_DAL_ARI,Ken Whisenhunt,Billy Davis
2010,ARI,2010_17_ARI_SF,Ken Whisenhunt,Billy Davis
2011,ARI,2011_01_CAR_ARI,Mike Miller,Ray Horton
2011,ARI,2011_02_ARI_WAS,Mike Miller,Ray Horton
2011,ARI,2011_03_ARI_SEA,Mike Miller,Ray Horton
2011,ARI,2011_04_NYG_ARI,Mike Miller,Ray Horton
2011,ARI,2011_05_ARI_MIN,Mike Miller,Ray Horton
2011,ARI,2011_07_PIT_ARI,Mike Miller,Ray Horton
2011,ARI,2011_08_ARI_BAL,Mike Miller,Ray Horton
2011,ARI,2011_09_STL_ARI,Mike Miller,Ray Horton
2011,ARI,2011_10_ARI_PHI,Mike Miller,Ray Horton
2011,ARI,2011_11_ARI_SF,Mike Miller,Ray Horton
2011,ARI,2011_12_ARI_STL,Mike Miller,Ray Horton
2011,ARI,2011_13_DAL_ARI,Mike Miller,Ray Horton
2011,ARI,2011_14_SF_ARI,Mike Miller,Ray Horton
2011,ARI,2011_15_CLE_ARI,Mike Miller,Ray Horton
2011,ARI,2011_16_ARI_CIN,Mike Miller,Ray Horton
2011,ARI,2011_17_SEA_ARI,Mike Miller,Ray Horton
2012,ARI,2012_01_SEA_ARI,Mike Miller,Ray Horton
2012,ARI,2012_02_ARI_NE,Mike Miller,Ray Horton
2012,ARI,2012_03_PHI_ARI,Mike Miller,Ray Horton
2012,ARI,2012_04_MIA_ARI,Mike Miller,Ray Horton
2012,ARI,2012_05_ARI_STL,Mike Miller,Ray Horton
2012,ARI,2012_06_BUF_ARI,Mike Miller,Ray Horton
2012,ARI,2012_07_ARI_MIN,Mike Miller,Ray Horton
2012,ARI,2012_08_SF_ARI,Mike Miller,Ray Horton
2012,ARI,2012_09_ARI_GB,Mike Miller,Ray Horton
2012,ARI,2012_11_ARI_ATL,Mike Miller,Ray Horton
2012,ARI,2012_12_STL_ARI,Mike Miller,Ray Horton
2012,ARI,2012_13_ARI_NYJ,Mike Miller,Ray Horton
2012,ARI,2012_14_ARI_SEA,Mike Miller,Ray Horton
2012,ARI,2012_15_DET_ARI,Mike Miller,Ray Horton
2012,ARI,2012_16_CHI_ARI,Mike Miller,Ray Horton
2012,ARI,2012_17_ARI_SF,Mike Miller,Ray Horton
2013,ARI,2013_01_ARI_STL,Bruce Arians,Todd Bowles
2013,ARI,2013_02_DET_ARI,Bruce Arians,Todd Bowles
2013,ARI,2013_03_ARI_NO,Bruce Arians,Todd Bowles
2013,ARI,2013_04_ARI_TB,Bruce Arians,Todd Bowles
2013,ARI,2013_05_CAR_ARI,Bruce Arians,Todd Bowles
2013,ARI,2013_06_ARI_SF,Bruce Arians,Todd Bowles
2013,ARI,2013_07_SEA_ARI,Bruce Arians,Todd Bowles
2013,ARI,2013_08_ATL_ARI,Bruce Arians,Todd Bowles
2013,ARI,2013_10_HOU_ARI,Bruce Arians,Todd Bowles
2013,ARI,2013_11_ARI_JAX,Bruce Arians,Todd Bowles
2013,ARI,2013_12_IND_ARI,Bruce Arians,Todd Bowles
2013,ARI,2013_13_ARI_PHI,Bruce Arians,Todd Bowles
2013,ARI,2013_14_STL_ARI,Bruce Arians,Todd Bowles
2013,ARI,2013_15_ARI_TEN,Bruce Arians,Todd Bowles
2013,ARI,2013_16_ARI_SEA,Bruce Arians,Todd Bowles
2013,ARI,2013_17_SF_ARI,Bruce Arians,Todd Bowles
2014,ARI,2014_01_SD_ARI,Bruce Arians,Todd Bowles
2014,ARI,2014_02_ARI_NYG,Bruce Arians,Todd Bowles
2014,ARI,2014_03_SF_ARI,Bruce Arians,Todd Bowles
2014,ARI,2014_05_ARI_DEN,Bruce Arians,Todd Bowles
2014,ARI,2014_06_WAS_ARI,Bruce Arians,Todd Bowles
2014,ARI,2014_07_ARI_OAK,Bruce Arians,Todd Bowles
2014,ARI,2014_08_PHI_ARI,Bruce Arians,Todd Bowles
2014,ARI,2014_09_ARI_DAL,Bruce Arians,Todd Bowles
2014,ARI,2014_10_STL_ARI,Bruce Arians,Todd Bowles
2014,ARI,2014_11_DET_ARI,Bruce Arians,Todd Bowles
2014,ARI,2014_12_ARI_SEA,Bruce Arians,Todd Bowles
2014,ARI,2014_13_ARI_ATL,Bruce Arians,Todd Bowles
2014,ARI,2014_14_KC_ARI,Bruce Arians,Todd Bowles
2014,ARI,2014_15_ARI_STL,Bruce Arians,Todd Bowles
2014,ARI,2014_16_SEA_ARI,Bruce Arians,Todd Bowles
2014,ARI,2014_17_ARI_SF,Bruce Arians,Todd Bowles
2014,ARI,2014_18_ARI_CAR,Bruce Arians,Todd Bowles
2015,ARI,2015_01_NO_ARI,Bruce Arians,James Bettcher
2015,ARI,2015_02_ARI_CHI,Bruce Arians,James Bettcher
2015,ARI,2015_03_SF_ARI,Bruce Arians,James Bettcher
2015,ARI,2015_04_STL_ARI,Bruce Arians,James Bettcher
2015,ARI,2015_05_ARI_DET,Bruce Arians,James Bettcher
2015,ARI,2015_06_ARI_PIT,Bruce Arians,James Bettcher
2015,ARI,2015_07_BAL_ARI,Bruce Arians,James Bettcher
2015,ARI,2015_08_ARI_CLE,Bruce Arians,James Bettcher
2015,ARI,2015_10_ARI_SEA,Bruce Arians,James Bettcher
2015,ARI,2015_11_CIN_ARI,Bruce Arians,James Bettcher
2015,ARI,2015_12_ARI_SF,Bruce Arians,James Bettcher
2015,ARI,2015_13_ARI_STL,Bruce Arians,James Bettcher
2015,ARI,2015_14_MIN_ARI,Bruce Arians,James Bettcher
2015,ARI,2015_15_ARI_PHI,Bruce Arians,James Bettcher
2015,ARI,2015_16_GB_ARI,Bruce Arians,James Bettcher
2015,ARI,2015_17_SEA_ARI,Bruce Arians,James Bettcher
2015,ARI,2015_19_GB_ARI,Bruce Arians,James Bettcher
2015,ARI,2015_20_ARI_CAR,Bruce Arians,James Bettcher
2016,ARI,2016_01_NE_ARI,Bruce Arians,James Bettcher
2016,ARI,2016_02_TB_ARI,Bruce Arians,James Bettcher
2016,ARI,2016_03_ARI_BUF,Bruce Arians,James Bettcher
2016,ARI,2016_04_LA_ARI,Bruce Arians,James Bettcher
2016,ARI,2016_05_ARI_SF,Bruce Arians,James Bettcher
2016,ARI,2016_06_NYJ_ARI,Bruce Arians,James Bettcher
2016,ARI,2016_07_SEA_ARI,Bruce Arians,James Bettcher
2016,ARI,2016_08_ARI_CAR,Bruce Arians,James Bettcher
2016,ARI,2016_10_SF_ARI,Bruce Arians,James Bettcher
2016,ARI,2016_11_ARI_MIN,Bruce Arians,James Bettcher
2016,ARI,2016_12_ARI_ATL,Bruce Arians,James Bettcher
2016,ARI,2016_13_WAS_ARI,Bruce Arians,James Bettcher
2016,ARI,2016_14_ARI_MIA,Bruce Arians,James Bettcher
2016,ARI,2016_15_NO_ARI,Bruce Arians,James Bettcher
2016,ARI,2016_16_ARI_SEA,Bruce Arians,James Bettcher
2016,ARI,2016_17_ARI_LA,Bruce Arians,James Bettcher
2017,ARI,2017_01_ARI_DET,Bruce Arians,James Bettcher
2017,ARI,2017_02_ARI_IND,Bruce Arians,James Bettcher
2017,ARI,2017_03_DAL_ARI,Bruce Arians,James Bettcher
2017,ARI,2017_04_SF_ARI,Bruce Arians,James Bettcher
2017,ARI,2017_05_ARI_PHI,Bruce Arians,James Bettcher
2017,ARI,2017_06_TB_ARI,Bruce Arians,James Bettcher
2017,ARI,2017_07_ARI_LA,Bruce Arians,James Bettcher
2017,ARI,2017_09_ARI_SF,Bruce Arians,James Bettcher
2017,ARI,2017_10_SEA_ARI,Bruce Arians,James Bettcher
2017,ARI,2017_11_ARI_HOU,Bruce Arians,James Bettcher
2017,ARI,2017_12_JAX_ARI,Bruce Arians,James Bettcher
2017,ARI,2017_13_LA_ARI,Bruce Arians,James Bettcher
2017,ARI,2017_14_TEN_ARI,Bruce Arians,James Bettcher
2017,ARI,2017_15_ARI_WAS,Bruce Arians,James Bettcher
2017,ARI,2017_16_NYG_ARI,Bruce Arians,James Bettcher
2017,ARI,2017_17_ARI_SEA,Bruce Arians,James Bettcher
2018,ARI,2018_01_WAS_ARI,Mike McCoy,Al Holcomb
2018,ARI,2018_02_ARI_LA,Mike McCoy,Al Holcomb
2018,ARI,2018_03_CHI_ARI,Mike McCoy,Al Holcomb
2018,ARI,2018_04_SEA_ARI,Mike McCoy,Al Holcomb
2018,ARI,2018_05_ARI_SF,Mike McCoy,Al Holcomb
2018,ARI,2018_06_ARI_MIN,Mike McCoy,Al Holcomb
2018,ARI,2018_07_DEN_ARI,Mike McCoy,Al Holcomb
2018,ARI,2018_08_SF_ARI,Byron Leftwich,Al Holcomb
2018,ARI,2018_10_ARI_KC,Byron Leftwich,Al Holcomb
2018,ARI,2018_11_OAK_ARI,Byron Leftwich,Al Holcomb
2018,ARI,2018_12_ARI_LAC,Byron Leftwich,Al Holcomb
2018,ARI,2018_13_ARI_GB,Byron Leftwich,Al Holcomb
2018,ARI,2018_14_DET_ARI,Byron Leftwich,Al Holcomb
2018,ARI,2018_15_ARI_ATL,Byron Leftwich,Al Holcomb
2018,ARI,2018_16_LA_ARI,Byron Leftwich,Al Holcomb
2018,ARI,2018_17_ARI_SEA,Byron Leftwich,Al Holcomb
2019,ARI,2019_01_DET_ARI,Kliff Kingsbury,Vance Joseph
2019,ARI,2019_02_ARI_BAL,Kliff Kingsbury,Vance Joseph
2019,ARI,2019_03_CAR_ARI,Kliff Kingsbury,Vance Joseph
2019,ARI,2019_04_SEA_ARI,Kliff Kingsbury,Vance Joseph
2019,ARI,2019_05_ARI_CIN,Kliff Kingsbury,Vance Joseph
2019,ARI,2019_06_ATL_ARI,Kliff Kingsbury,Vance Joseph
2019,ARI,2019_07_ARI_NYG,Kliff Kingsbury,Vance Joseph
2019,ARI,2019_08_ARI_NO,Kliff Kingsbury,Vance Joseph
2019,ARI,2019_09_SF_ARI,Kliff Kingsbury,Vance Joseph
2019,ARI,2019_10_ARI_TB,Kliff Kingsbury,Vance Joseph
2019,ARI,2019_11_ARI_SF,Kliff Kingsbury,Vance Joseph
2019,ARI,2019_13_LA_ARI,Kliff Kingsbury,Vance Joseph
2019,ARI,2019_14_PIT_ARI,Kliff Kingsbury,Vance Joseph
2019,ARI,2019_15_CLE_ARI,Kliff Kingsbury,Vance Joseph
2019,ARI,2019_16_ARI_SEA,Kliff Kingsbury,Vance Joseph
2019,ARI,2019_17_ARI_LA,Kliff Kingsbury,Vance Joseph
2020,ARI,2020_01_ARI_SF,Kliff Kingsbury,Vance Joseph
2020,ARI,2020_02_WAS_ARI,Kliff Kingsbury,Vance Joseph
2020,ARI,2020_03_DET_ARI,Kliff Kingsbury,Vance Joseph
2020,ARI,2020_04_ARI_CAR,Kliff Kingsbury,Vance Joseph
2020,ARI,2020_05_ARI_NYJ,Kliff Kingsbury,Vance Joseph
2020,ARI,2020_06_ARI_DAL,Kliff Kingsbury,Vance Joseph
2020,ARI,2020_07_SEA_ARI,Kliff Kingsbury,Vance Joseph
2020,ARI,2020_09_MIA_ARI,Kliff Kingsbury,Vance Joseph
2020,ARI,2020_10_BUF_ARI,Kliff Kingsbury,Vance Joseph
2020,ARI,2020_11_ARI_SEA,Kliff Kingsbury,Vance Joseph
2020,ARI,2020_12_ARI_NE,Kliff Kingsbury,Vance Joseph
2020,ARI,2020_13_LA_ARI,Kliff Kingsbury,Vance Joseph
2020,ARI,2020_14_ARI_NYG,Kliff Kingsbury,Vance Joseph
2020,ARI,2020_15_PHI_ARI,Kliff Kingsbury,Vance Joseph
2020,ARI,2020_16_SF_ARI,Kliff Kingsbury,Vance Joseph
2020,ARI,2020_17_ARI_LA,Kliff Kingsbury,Vance Joseph
2021,ARI,2021_01_ARI_TEN,Kliff Kingsbury,Vance Joseph
2021,ARI,2021_02_MIN_ARI,Kliff Kingsbury,Vance Joseph
2021,ARI,2021_03_ARI_JAX,Kliff Kingsbury,Vance Joseph
2021,ARI,2021_04_ARI_LA,Kliff Kingsbury,Vance Joseph
2021,ARI,2021_05_SF_ARI,Kliff Kingsbury,Vance Joseph
2021,ARI,2021_06_ARI_CLE,Spencer Whipple,Vance Joseph
2021,ARI,2021_07_HOU_ARI,Kliff Kingsbury,Vance Joseph
2021,ARI,2021_08_GB_ARI,Kliff Kingsbury,Vance Joseph
2021,ARI,2021_09_ARI_SF,Kliff Kingsbury,Vance Joseph
2021,ARI,2021_10_CAR_ARI,Kliff Kingsbury,Vance Joseph
2021,ARI,2021_11_ARI_SEA,Kliff Kingsbury,Vance Joseph
2021,ARI,2021_13_ARI_CHI,Kliff Kingsbury,Vance Joseph
2021,ARI,2021_14_LA_ARI,Kliff Kingsbury,Vance Joseph
2021,ARI,2021_15_ARI_DET,Kliff Kingsbury,Vance Joseph
2021,ARI,2021_16_IND_ARI,Kliff Kingsbury,Vance Joseph
2021,ARI,2021_17_ARI_DAL,Kliff Kingsbury,Vance Joseph
2021,ARI,2021_18_SEA_ARI,Kliff Kingsbury,Vance Joseph
2021,ARI,2021_19_ARI_LA,Kliff Kingsbury,Vance Joseph
2022,ARI,2022_01_KC_ARI,Kliff Kingsbury,Vance Joseph
2022,ARI,2022_02_ARI_LV,Kliff Kingsbury,Vance Joseph
2022,ARI,2022_03_LA_ARI,Kliff Kingsbury,Vance Joseph
2022,ARI,2022_04_ARI_CAR,Kliff Kingsbury,Vance Joseph
2022,ARI,2022_05_PHI_ARI,Kliff Kingsbury,Vance Joseph
