player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Justin Fields,82118,QB,PIT,1,87.1,31,32,5.5,2.5,0,0,0.0,78.1,25,0,7,7.4,35,2,9,25,79.6,75.4,75.3,59.8,0,1,37,0,28.6,95.8,5.7,2,1,0,1,1,0,0.0,244,7.6
C.J. Stroud,129759,QB,HST,1,77.8,27,31,7.1,2.67,1,1,2.9,64.5,20,0,15,4.8,38,1,11,13,79.3,64.6,66.7,51.6,2,2,42,0,26.7,68.6,10.5,4,3,1,0,1,1,2.4,215,6.9
Brock Purdy,77672,QB,SF,1,86.7,30,30,11.3,3.75,0,3,8.6,73.3,22,0,18,15.4,38,4,15,28,79.9,91.1,91.8,62.0,0,0,43,0,5.6,137.5,2.6,1,7,0,0,3,0,0.0,295,9.8
Josh Allen,46601,QB,BUF,1,85.7,28,30,6.7,2.91,1,4,11.8,76.7,23,0,11,4.2,34,1,18,4,79.2,83.1,75.8,80.3,0,0,38,0,0.0,142.1,0.0,0,4,0,1,4,1,2.6,263,8.8
Kirk Cousins,7102,QB,ATL,1,74.1,27,29,7.4,2.46,0,1,2.9,69.0,20,0,11,0.0,31,0,11,2,27.9,64.8,65.0,60.0,0,1,36,0,18.2,89.7,6.5,2,0,0,2,1,1,2.8,230,7.9
Sam Darnold,29048,QB,MIN,1,75.0,24,28,7.5,3.1,0,0,0.0,60.7,17,0,15,5.6,32,1,12,18,78.1,73.5,72.1,,1,0,35,0,26.7,119.2,12.5,4,0,0,3,4,1,2.9,181,6.5
Gardner Minshew,41401,QB,LV,1,70.4,27,28,7.8,2.85,1,1,3.1,64.3,18,0,12,5.3,32,1,11,23,78.7,66.5,66.5,58.2,0,1,36,0,16.7,84.5,6.3,2,2,0,0,1,1,2.8,214,7.6
Derek Carr,8671,QB,NO,1,75.0,20,25,10.6,2.72,3,1,3.8,56.0,14,0,12,6.7,27,1,7,20,77.3,55.1,55.1,57.8,0,1,28,0,8.3,69.1,3.7,1,1,0,2,1,2,7.1,142,5.7
Matthew Stafford,4924,QB,LA,1,72.7,22,25,10.5,2.87,0,1,3.4,64.0,16,0,13,0.0,28,0,9,26,77.7,70.3,69.5,,0,0,32,1,23.1,105.6,10.7,3,0,0,3,1,0,0.0,221,8.8
Jayden Daniels,97993,QB,WAS,1,91.3,23,23,9.7,3.13,0,2,8.7,91.3,21,0,11,0.0,31,0,15,32,79.0,95.9,95.5,77.4,0,0,31,0,18.2,141.7,6.5,2,6,0,0,2,0,0.0,254,11.0
Jared Goff,10635,QB,DET,1,81.8,22,23,7.8,2.88,0,0,0.0,78.3,18,0,6,0.0,26,0,12,11,77.1,73.5,70.1,67.2,0,1,26,0,33.3,113.4,7.7,2,1,0,1,2,1,3.8,198,8.6
Anthony Richardson,124393,QB,IND,1,64.7,17,20,9.6,2.58,0,1,4.8,50.0,10,0,7,9.1,22,1,4,14,77.9,53.0,44.8,71.5,1,2,23,0,14.3,39.0,4.5,1,1,0,2,0,2,8.7,167,8.4
Malik Willis,60341,QB,GB,1,78.9,19,19,6.5,2.96,0,1,5.0,68.4,13,0,7,13.3,25,2,8,12,77.4,75.9,68.0,76.9,0,0,26,1,42.9,120.9,12.0,3,3,0,0,1,0,0.0,202,10.6
Skylar Thompson,60417,QB,MIA,1,88.2,17,19,6.1,2.84,0,0,0.0,68.4,13,0,12,13.3,24,2,4,17,16.6,43.1,43.5,,1,0,25,0,41.7,82.6,20.8,5,0,0,1,0,2,8.0,107,5.6
Jacoby Brissett,10725,QB,NE,1,70.6,17,18,8.6,2.58,0,0,0.0,66.7,12,0,12,0.0,23,0,4,19,76.8,60.5,60.0,,0,0,27,0,41.7,80.3,21.7,5,0,0,1,0,0,0.0,98,5.4
Justin Herbert,28237,QB,LAC,1,77.8,18,18,9.8,2.67,0,0,0.0,66.7,12,0,7,14.3,20,2,6,27,75.5,58.8,59.2,58.9,0,0,21,0,28.6,105.1,10.0,2,0,0,0,1,1,4.8,125,6.9
Lamar Jackson,46416,QB,BLT,1,80.0,15,15,3.2,2.68,0,0,0.0,80.0,12,0,4,0.0,17,0,8,3,78.3,81.6,72.4,81.8,0,0,18,2,0.0,139.4,0.0,0,2,0,0,1,0,0.0,182,12.1
Tim Boyle,21956,QB,MIA,1,53.8,13,13,9.0,2.56,0,0,0.0,53.8,7,0,5,0.0,15,0,4,17,74.2,55.9,56.8,58.3,0,0,17,0,20.0,72.3,6.7,1,1,0,0,0,0,0.0,79,6.1
Davis Mills,52269,QB,HST,1,66.7,12,12,8.0,2.35,0,0,0.0,58.3,7,0,3,12.5,13,1,4,13,72.8,64.1,63.6,,0,0,13,0,33.3,78.1,7.7,1,0,0,0,0,0,0.0,79,6.6
Aidan O'Connell,60516,QB,LV,1,75.0,12,12,8.5,2.73,0,0,0.0,75.0,9,0,5,0.0,13,0,5,23,72.8,58.5,58.5,,0,0,13,0,20.0,120.8,7.7,1,0,0,0,1,1,7.7,82,6.8
Mac Jones,60323,QB,JAX,1,75.0,8,8,2.5,2.03,0,0,0.0,62.5,5,0,2,16.7,9,1,1,15,18.7,25.2,25.9,,0,0,10,0,50.0,66.7,11.1,1,0,0,0,0,2,20.0,22,2.8
Drake Maye,143969,QB,NE,1,57.1,7,8,2.7,2.59,0,0,0.0,50.0,4,0,5,0.0,12,0,3,19,72.4,63.0,64.6,57.7,1,0,12,0,40.0,56.3,16.7,2,2,0,0,0,0,0.0,22,2.8
Taylor Heinicke,9896,QB,LAC,1,100.0,2,2,7.5,2.64,0,0,0.0,100.0,2,0,3,0.0,5,0,1,27,68.0,66.0,65.2,,0,0,5,0,100.0,116.7,60.0,3,0,0,0,0,0,0.0,24,12.0
Tutu Atwell,77965,WR,LA,1,0.0,1,1,35.0,3.4,0,0,0.0,0.0,0,0,0,,1,0,0,26,68.0,79.3,59.7,,0,0,1,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Malik Nabers,146759,WR,NYG,1,,0,1,,4.3,0,0,0.0,0.0,0,0,1,,1,0,0,21,72.0,83.8,60.0,58.8,0,0,1,0,0.0,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0
Stefon Diggs,9579,WR,HST,1,100.0,1,1,-4.0,3.4,0,0,0.0,100.0,1,0,0,0.0,1,0,1,13,71.6,72.1,60.4,,0,0,1,0,,118.8,0.0,0,0,0,0,0,0,0.0,13,13.0
Mitch Trubisky,11757,QB,BUF,1,100.0,1,1,-4.0,1.0,0,0,0.0,100.0,1,0,0,0.0,1,0,0,4,64.5,62.3,60.4,60.0,0,0,1,0,,79.2,0.0,0,0,0,0,0,0,0.0,3,3.0
