player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Baker Mayfield,46518,QB,TB,1,80.4,46,50,7.8,2.6,1,2,3.9,74.0,37,0,6,0.0,51,0,17,30,34.8,70.2,71.0,54.4,0,2,53,0,0.0,94.6,0.0,0,1,1,2,3,2,3.8,330,6.6
Jameis Winston,9434,QB,CLV,1,73.0,37,41,11.7,2.41,3,2,4.7,65.9,27,0,10,0.0,43,0,16,8,29.7,78.5,74.9,70.7,0,0,45,0,20.0,115.3,4.7,2,0,0,1,3,3,6.7,334,8.1
Lamar Jackson,46416,QB,BLT,1,78.8,33,38,11.1,3.3,1,1,2.4,60.5,23,0,21,11.5,43,3,16,3,81.2,81.7,72.9,84.7,1,0,47,0,14.3,101.8,7.0,3,2,2,1,2,2,4.3,289,7.6
Dak Prescott,10769,QB,DAL,1,74.3,35,38,9.8,2.8,0,2,4.9,65.8,25,0,15,3.8,41,1,13,9,79.8,62.1,61.4,60.0,2,2,44,0,13.3,79.4,4.9,2,0,0,1,2,3,6.8,245,6.4
Jayden Daniels,97993,QB,WAS,1,72.7,33,38,12.5,3.48,0,3,7.5,55.3,21,1,21,12.5,47,3,17,32,80.5,80.8,72.0,86.5,0,0,49,1,9.5,92.7,4.3,2,7,0,5,1,0,0.0,326,8.6
Patrick Mahomes,11765,QB,KC,1,85.3,34,38,7.4,2.78,0,0,0.0,71.1,27,0,11,6.9,42,2,19,16,80.2,84.6,81.6,69.3,1,1,44,0,9.1,96.6,2.4,1,3,1,2,2,0,0.0,262,6.9
Daniel Jones,39395,QB,NYG,1,77.8,36,38,8.5,2.54,0,2,4.8,63.2,24,0,23,14.3,43,4,10,21,45.9,64.4,65.1,60.9,1,1,47,2,17.4,72.7,9.3,4,1,0,1,0,2,4.3,264,6.9
Tua Tagovailoa,60326,QB,MIA,1,83.3,36,38,5.9,2.22,2,1,2.6,73.7,28,1,6,6.7,40,2,16,17,21.6,65.0,70.3,37.1,0,0,41,1,16.7,97.9,2.5,1,1,0,0,1,1,2.4,234,6.2
Mason Rudolph,46569,QB,TEN,1,62.2,37,38,10.3,2.7,0,2,4.7,57.9,22,0,16,4.3,42,1,14,31,80.2,55.1,48.3,85.6,1,2,47,0,6.3,66.3,2.4,1,3,0,0,1,2,4.3,266,7.0
Joe Burrow,28022,QB,CIN,1,80.0,35,37,8.3,2.58,1,1,2.7,70.3,26,0,10,7.1,40,2,16,7,79.3,86.6,81.7,74.9,0,1,40,0,10.0,84.9,2.5,1,2,0,1,1,1,2.5,235,6.4
