player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Bryce Young,123943,QB,CAR,1,73.5,34,37,8.6,2.74,0,2,5.1,64.9,24,0,15,4.0,41,1,11,5,79.7,54.0,59.6,49.8,0,2,43,2,13.3,76.9,4.9,2,2,0,3,2,2,4.7,224,6.1
C.J. Stroud,129759,QB,HST,1,74.3,35,37,7.8,2.74,0,2,5.1,67.6,25,0,18,3.8,40,1,15,13,41.6,73.0,76.1,53.2,1,0,42,0,11.1,99.5,5.0,2,0,0,1,1,0,0.0,285,7.7
Bo Nix,97790,QB,DEN,1,83.3,36,37,10.8,2.9,0,2,5.4,75.7,28,0,6,6.7,40,2,15,10,79.9,87.2,85.3,65.9,0,0,40,0,33.3,124.3,5.0,2,1,0,1,3,0,0.0,285,7.7
Kyler Murray,38334,QB,ARZ,1,89.7,29,36,9.9,3.13,3,3,7.9,72.2,26,0,9,0.0,37,0,15,1,29.1,85.4,84.4,63.2,0,0,39,0,0.0,116.3,0.0,0,1,0,4,2,2,5.1,307,8.5
Matthew Stafford,4924,QB,LA,1,81.8,33,34,8.8,2.53,1,2,5.1,73.5,25,0,8,7.4,34,2,16,26,79.5,82.9,81.5,60.5,0,1,39,0,0.0,124.5,0.0,0,0,0,0,4,1,2.6,279,8.2
Josh Allen,46601,QB,BUF,1,80.6,31,34,6.8,2.59,1,3,8.1,70.6,24,0,8,4.0,38,1,13,4,21.7,64.1,62.7,67.6,0,1,42,1,12.5,102.9,2.6,1,2,0,2,2,2,4.8,283,8.3
Justin Herbert,28237,QB,LAC,1,82.1,28,32,8.9,3.35,1,5,14.7,62.5,20,0,11,13.0,38,3,13,27,79.4,95.3,93.6,78.2,2,0,41,0,27.3,111.3,7.9,3,3,0,1,2,0,0.0,279,8.7
Anthony Richardson,124393,QB,IND,1,44.4,27,32,16.5,3.08,1,4,12.1,31.3,10,1,18,16.7,39,2,9,14,29.1,55.4,55.2,58.1,3,1,40,1,27.8,48.3,12.8,5,2,1,0,1,1,2.5,175,5.5
Trevor Lawrence,77632,QB,JAX,1,72.4,29,32,10.1,2.45,1,4,12.1,65.6,21,0,9,0.0,35,0,14,15,28.3,74.5,72.3,65.8,0,1,36,0,11.1,104.7,2.9,1,1,0,2,2,3,8.3,308,9.6
Gardner Minshew,41401,QB,LV,1,96.0,25,30,5.6,2.32,2,0,0.0,80.0,24,0,14,0.0,36,0,13,23,28.1,77.3,77.0,57.9,0,0,38,0,35.7,117.9,13.9,5,1,2,1,2,1,2.6,209,7.0
Geno Smith,7820,QB,SEA,1,84.0,25,29,3.8,2.89,2,0,0.0,72.4,21,0,11,0.0,32,0,14,29,78.9,72.7,74.0,68.8,0,1,36,2,9.1,78.5,3.1,1,2,0,2,0,1,2.8,212,7.3
Kirk Cousins,7102,QB,ATL,1,92.6,27,29,6.7,2.48,0,3,10.0,79.3,23,0,10,8.0,31,2,11,2,78.2,90.9,88.3,72.6,1,0,32,0,10.0,145.9,3.2,1,1,0,1,4,0,0.0,276,9.5
Russell Wilson,7077,QB,PIT,1,78.6,28,29,10.1,2.96,0,2,6.7,72.4,21,0,10,4.5,34,1,13,25,27.8,65.9,76.6,28.5,0,0,35,0,30.0,116.5,8.8,3,2,1,0,1,1,2.9,296,10.2
Aaron Rodgers,2241,QB,NYJ,1,72.0,25,28,10.9,2.97,0,3,9.1,60.7,17,0,9,5.6,29,1,12,22,78.1,75.8,74.6,,0,0,34,1,11.1,111.2,3.4,1,0,0,3,2,0,0.0,233,8.3
Brock Purdy,77672,QB,SF,1,83.3,24,26,8.0,2.97,1,0,0.0,69.2,18,0,11,10.0,34,2,12,28,26.1,70.0,58.5,85.6,0,0,35,0,18.2,114.3,5.9,2,5,0,1,1,1,2.9,260,10.0
Sam Darnold,29048,QB,MIN,1,82.6,23,25,10.2,3.1,0,1,4.0,72.0,18,0,13,5.3,29,1,14,18,77.7,83.4,81.8,62.9,0,0,29,0,23.1,128.8,10.3,3,1,0,2,2,0,0.0,240,9.6
Caleb Williams,144622,QB,CHI,1,50.0,20,24,13.0,3.47,0,1,3.7,41.7,10,0,20,0.0,33,0,7,6,79.1,57.7,56.1,65.6,1,0,36,1,15.0,59.5,9.1,3,5,0,3,0,0,0.0,131,5.5
Jacoby Brissett,10725,QB,NE,1,73.9,23,24,7.7,2.77,0,2,7.7,62.5,15,0,8,11.8,26,2,7,19,26.4,64.3,69.2,44.3,0,0,28,0,12.5,77.1,3.8,1,1,0,1,0,0,0.0,132,5.5
Spencer Rattler,97408,QB,NO,1,77.8,18,23,5.8,2.57,1,0,0.0,52.2,12,0,7,14.3,27,2,5,20,77.2,64.7,63.9,,1,0,29,0,57.1,73.8,14.8,4,0,0,3,0,0,0.0,156,6.8
Jordan Love,40306,QB,GB,1,75.0,20,22,10.1,2.85,0,1,4.2,63.6,14,0,3,6.7,22,1,8,12,76.4,74.6,73.3,60.0,0,1,24,0,0.0,73.3,0.0,0,0,0,2,0,1,4.2,196,8.9
Jalen Hurts,40291,QB,PHI,1,89.5,19,20,10.0,2.7,0,1,5.0,80.0,16,0,3,5.9,22,1,11,24,78.6,89.7,80.0,83.7,0,0,24,0,0.0,132.5,0.0,0,1,0,1,1,1,4.2,236,11.8
Jake Haener,60596,QB,NO,1,64.7,17,17,10.3,2.61,0,2,11.1,52.9,9,0,8,18.2,22,2,4,20,75.9,68.8,70.7,54.2,0,0,23,0,25.0,76.1,9.1,2,2,0,0,0,0,0.0,122,7.2
Jared Goff,10635,QB,DET,1,85.7,14,15,3.9,2.62,0,1,6.3,80.0,12,0,6,0.0,19,0,8,11,23.2,66.2,66.2,60.0,0,0,20,0,66.7,129.9,21.1,4,0,0,1,3,1,5.0,85,5.7
Drake Maye,143969,QB,NE,1,83.3,6,6,14.3,3.18,0,1,14.3,50.0,3,0,3,40.0,10,2,4,19,71.9,93.6,81.8,90.4,0,0,11,0,33.3,59.7,10.0,1,3,0,0,0,0,0.0,23,3.8
Malik Willis,60341,QB,GB,1,100.0,5,5,5.8,3.53,0,0,0.0,80.0,4,0,3,20.0,8,1,4,12,71.8,78.6,78.7,63.3,0,0,8,0,33.3,152.9,12.5,1,2,0,0,1,0,0.0,56,11.2
Hendon Hooker,60593,QB,DET,1,66.7,3,3,2.3,2.2,0,0,0.0,66.7,2,0,1,0.0,3,0,0,11,65.5,50.3,50.6,,0,0,3,0,0.0,70.1,0.0,0,0,0,0,0,0,0.0,6,2.0
Riley Dixon,10862,P,DEN,1,100.0,1,1,-4.0,0.9,0,0,0.0,100.0,1,0,0,0.0,1,0,0,10,60.4,61.3,60.4,,0,0,1,0,,79.2,0.0,0,0,0,0,0,0,0.0,3,3.0
David Montgomery,45719,HB,DET,1,100.0,1,1,11.0,2.7,0,0,0.0,100.0,1,0,0,0.0,1,0,1,11,73.4,71.3,69.5,67.0,0,0,1,0,,118.8,0.0,0,0,0,0,1,0,0.0,3,3.0
Taysom Hill,12112,TE,NO,1,100.0,1,1,-4.0,3.8,0,0,0.0,100.0,1,0,1,0.0,1,0,0,20,69.8,57.5,60.1,60.7,0,0,1,0,0.0,79.2,0.0,0,0,0,0,0,0,0.0,3,3.0
Johnny Hekker,7252,P,CAR,1,0.0,1,1,7.0,2.0,0,0,0.0,0.0,0,0,0,,1,0,0,5,60.4,47.8,51.7,,0,0,1,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Courtland Sutton,48164,WR,DEN,1,100.0,1,1,16.0,2.9,0,0,0.0,100.0,1,0,0,0.0,1,0,1,10,19.1,72.0,71.3,,0,0,1,0,,118.8,0.0,0,0,0,0,0,0,0.0,28,28.0
