player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Kyler Murray,38334,QB,ARZ,1,76.7,30,31,6.5,3.3,1,1,3.2,67.7,21,0,14,8.7,38,2,12,1,28.7,75.6,69.3,77.2,0,0,38,0,28.6,91.1,10.5,4,3,0,0,1,1,2.6,162,5.2
Baker Mayfield,46518,QB,TB,1,86.2,29,30,5.7,2.7,0,2,6.3,80.0,24,0,11,4.0,34,1,16,30,78.4,82.0,81.7,59.9,0,0,36,0,9.1,146.4,2.9,1,3,0,1,4,1,2.8,289,9.6
Bryce Young,123943,QB,CAR,1,50.0,26,30,12.2,3.11,1,0,0.0,43.3,13,0,15,0.0,38,0,8,5,79.2,32.6,34.7,57.0,0,2,41,1,26.7,32.8,10.5,4,4,0,3,0,2,4.9,161,5.4
Caleb Williams,144622,QB,CHI,1,62.5,24,29,7.7,2.75,3,0,0.0,48.3,14,1,9,6.7,33,1,6,6,28.1,49.1,50.2,61.3,2,0,35,2,22.2,55.7,6.1,2,2,0,0,0,2,5.7,93,3.2
Joe Burrow,28022,QB,CIN,1,82.1,28,29,5.9,2.64,0,1,3.3,72.4,21,0,8,8.7,35,2,7,7,28.1,62.9,67.2,49.4,1,0,38,0,37.5,86.0,8.6,3,3,0,0,0,1,2.6,164,5.7
Brock Purdy,77672,QB,SF,1,71.4,28,29,9.9,2.68,0,1,3.2,65.5,19,0,11,5.0,33,1,13,28,78.3,89.6,85.8,65.6,0,0,35,0,18.2,89.9,6.1,2,1,0,1,0,0,0.0,231,8.0
Patrick Mahomes,11765,QB,KC,1,85.2,27,28,6.0,2.66,0,1,3.4,71.4,20,0,10,13.0,31,3,16,16,78.2,87.9,83.0,74.2,0,1,33,0,20.0,101.9,6.5,2,1,0,1,1,1,3.0,291,10.4
Jared Goff,10635,QB,DET,1,66.7,27,28,6.7,2.52,0,0,0.0,64.3,18,0,10,0.0,32,0,8,11,77.7,43.2,40.4,63.9,1,1,32,0,20.0,85.0,6.3,2,1,0,0,1,2,6.3,217,7.8
Kirk Cousins,7102,QB,ATL,1,72.7,22,26,7.0,2.42,1,0,0.0,61.5,16,0,11,0.0,28,0,8,2,27.0,42.1,42.0,60.0,0,2,33,0,18.2,59.0,7.1,2,0,1,2,1,3,9.1,155,6.0
Justin Herbert,28237,QB,LAC,1,76.0,25,26,7.0,2.59,0,1,3.8,65.4,17,0,9,10.5,29,2,6,27,27.2,57.5,57.4,57.7,0,0,30,0,11.1,92.5,3.4,1,1,0,1,1,1,3.3,144,5.5
Geno Smith,7820,QB,SEA,1,75.0,24,25,7.7,2.41,0,0,0.0,72.0,18,0,11,0.0,28,0,12,29,78.9,76.1,70.1,78.4,0,1,35,0,18.2,87.3,7.1,2,1,0,1,1,0,0.0,171,6.8
Sam Darnold,29048,QB,MIN,1,87.5,24,24,9.1,2.87,0,2,7.7,79.2,19,0,11,9.5,26,2,8,18,77.5,88.1,86.2,63.4,0,1,28,0,9.1,113.2,3.8,1,1,0,0,2,0,0.0,208,8.7
Jacoby Brissett,10725,QB,NE,1,68.2,22,24,7.1,3.21,0,0,0.0,62.5,15,0,13,0.0,29,0,9,19,78.0,62.8,57.2,70.3,1,0,29,1,7.7,75.2,3.4,1,4,0,1,0,1,3.4,121,5.0
Jayden Daniels,97993,QB,WAS,1,73.9,23,24,5.5,2.93,0,0,0.0,70.8,17,0,12,0.0,34,0,13,32,18.5,44.7,36.3,64.3,0,0,37,0,16.7,93.1,5.9,2,7,0,1,0,1,2.7,184,7.7
Josh Allen,46601,QB,BUF,1,81.8,22,23,7.6,3.19,1,1,4.2,78.3,18,0,8,0.0,30,0,13,4,28.0,75.0,62.4,85.1,0,0,32,0,25.0,137.7,6.7,2,5,0,0,2,1,3.1,232,10.1
Derek Carr,8671,QB,NO,1,90.9,22,23,9.3,2.76,0,1,4.0,82.6,19,0,3,5.0,25,1,7,20,77.1,87.5,88.7,62.6,0,0,27,1,33.3,142.5,4.0,1,1,0,1,3,1,3.7,200,8.7
Justin Fields,82118,QB,PIT,1,77.3,22,23,6.0,3.28,0,3,12.0,73.9,17,0,6,0.0,29,0,7,25,79.8,75.9,77.4,63.7,0,0,31,0,33.3,91.9,6.9,2,4,0,1,0,0,0.0,156,6.8
Trevor Lawrence,77632,QB,JAX,1,73.7,19,21,9.6,2.67,0,2,8.7,57.1,12,0,9,14.3,26,2,9,15,77.0,75.1,74.2,64.4,0,0,28,1,33.3,97.7,11.5,3,1,0,2,1,1,3.6,162,7.7
Aaron Rodgers,2241,QB,NYJ,1,71.4,21,21,7.6,2.33,0,2,9.5,61.9,13,0,5,13.3,22,2,8,22,76.0,86.2,84.4,60.0,0,1,22,0,20.0,82.8,4.5,1,0,0,0,1,0,0.0,167,8.0
Anthony Richardson,124393,QB,IND,1,50.0,18,19,17.3,2.94,0,2,10.0,47.4,9,0,6,0.0,24,0,7,14,77.2,76.2,69.5,81.8,1,1,25,1,33.3,101.2,8.3,2,3,0,0,2,0,0.0,212,11.2
Tyrod Taylor,6332,QB,NYJ,1,75.0,8,8,4.6,2.6,0,0,0.0,75.0,6,0,3,0.0,9,0,3,22,71.4,66.1,59.8,65.6,0,0,10,0,0.0,122.9,0.0,0,1,0,0,1,0,0.0,36,4.5
Malik Willis,60341,QB,GB,1,0.0,1,1,3.0,3.05,0,0,0.0,0.0,0,0,1,,2,0,0,12,63.6,42.5,44.8,,0,0,2,0,100.0,39.6,50.0,1,0,0,0,0,0,0.0,0,0.0
Andy Dalton,6187,QB,CAR,1,0.0,1,1,7.0,1.9,0,0,0.0,0.0,0,0,0,,1,0,0,5,60.4,53.3,53.6,,0,0,1,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Jake Haener,60596,QB,NO,1,0.0,1,1,8.0,3.2,0,0,0.0,0.0,0,0,1,,1,0,0,20,60.4,55.3,55.4,,0,0,1,0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
