player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Jayden Daniels,97993,QB,WAS,1,89.7,29,30,5.6,2.88,1,0,0.0,83.3,25,0,10,3.8,38,1,13,32,29.7,68.0,67.8,60.9,0,1,42,0,20.0,114.7,5.3,2,6,0,0,3,1,2.4,206,6.9
Drake Maye,143969,QB,NE,1,80.0,30,30,6.3,2.75,0,1,2.9,80.0,24,0,11,0.0,39,0,16,19,79.5,76.0,73.0,68.8,0,1,43,0,36.4,96.9,10.3,4,5,0,0,1,0,0.0,238,7.9
Jordan Love,40306,QB,GB,1,88.5,26,28,7.4,2.49,1,1,3.4,75.0,21,1,10,8.7,28,2,11,12,77.2,77.7,76.2,,1,0,29,1,0.0,129.2,0.0,0,0,0,0,2,0,0.0,274,9.8
Anthony Richardson,124393,QB,IND,1,58.3,24,24,16.2,2.87,0,3,11.1,50.0,12,0,9,14.3,25,2,6,14,79.2,79.3,72.9,76.6,0,2,28,0,0.0,55.7,0.0,0,1,0,0,2,1,3.6,109,4.5
Matthew Stafford,4924,QB,LA,1,71.4,21,24,9.0,2.75,0,2,8.0,58.3,14,0,8,6.7,26,1,9,26,77.9,83.4,79.4,71.1,1,0,27,0,25.0,110.2,7.7,2,0,0,2,2,0,0.0,183,7.6
Justin Herbert,28237,QB,LAC,1,69.6,23,23,7.4,3.21,0,1,4.2,69.6,16,0,12,0.0,28,0,5,27,78.5,72.8,68.7,71.1,0,0,29,0,41.7,86.7,17.9,5,0,0,0,0,1,3.4,147,6.4
Jalen Hurts,40291,QB,PHI,1,80.0,15,19,8.7,2.91,2,0,0.0,57.9,11,0,5,8.3,22,1,7,24,78.3,63.4,58.4,68.4,0,0,24,0,40.0,93.8,9.1,2,0,0,2,1,0,0.0,118,6.2
Brock Purdy,77672,QB,SF,1,70.6,17,18,5.2,2.75,0,0,0.0,61.1,11,0,5,8.3,23,1,4,28,24.3,46.4,50.2,54.6,0,0,24,1,40.0,74.8,8.7,2,2,1,0,0,3,12.5,94,5.2
Josh Allen,46601,QB,BUF,1,81.3,16,17,6.3,2.87,0,0,0.0,76.5,13,0,3,0.0,18,0,8,4,75.6,80.7,73.3,77.0,0,0,19,0,0.0,141.3,0.0,0,1,0,1,2,0,0.0,148,8.7
Trevor Lawrence,77632,QB,JAX,1,40.0,10,10,16.0,2.8,0,0,0.0,40.0,4,0,1,0.0,11,0,1,15,71.9,28.8,29.8,56.8,0,1,11,0,0.0,12.9,0.0,0,1,0,0,0,2,18.2,41,4.1
Mitch Trubisky,11757,QB,BUF,1,100.0,1,1,2.0,2.5,0,0,0.0,100.0,1,0,0,0.0,1,0,0,4,69.4,56.2,60.0,55.2,0,0,1,0,,83.3,0.0,0,0,0,0,0,0,0.0,4,4.0
Kyle Trask,39987,QB,TB,1,100.0,1,1,-3.0,1.0,0,0,0.0,100.0,1,0,0,0.0,1,0,0,30,60.4,60.5,60.0,,0,0,1,0,,87.5,0.0,0,0,0,0,0,0,0.0,5,5.0
JK Scott,38809,P,LAC,1,100.0,1,1,-4.0,2.8,0,0,0.0,100.0,1,0,0,0.0,1,0,0,27,60.4,60.8,60.3,,0,0,1,0,,79.2,0.0,0,0,0,0,0,0,0.0,3,3.0
