player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Geno Smith,7820,QB,SEA,1,66.7,48,52,10.5,2.9,0,3,5.4,57.7,30,0,24,6.3,53,2,19,29,81.5,66.3,66.7,53.9,1,2,58,0,4.2,66.0,1.9,1,0,1,2,1,2,3.4,318,6.1
Daniel Jones,39395,QB,NYG,1,70.6,34,41,7.5,2.48,3,0,0.0,53.7,22,0,14,8.3,45,2,11,21,81.8,54.5,48.2,71.9,0,1,50,0,14.3,57.5,4.4,2,2,2,2,0,1,2.0,205,5.0
Spencer Rattler,97408,QB,NO,1,71.4,35,40,8.2,3.01,1,1,2.3,55.0,22,0,18,12.0,48,3,14,20,33.5,64.8,64.7,57.9,2,2,51,0,27.8,60.7,10.4,5,3,0,2,1,2,3.9,243,6.1
Aidan O'Connell,60516,QB,LV,1,77.1,35,40,5.3,2.67,1,0,0.0,67.5,27,0,7,0.0,41,0,11,23,79.6,38.6,39.1,,2,1,44,0,14.3,79.9,2.4,1,0,0,2,1,2,4.5,227,5.7
Joe Flacco,4332,QB,IND,1,63.9,36,39,8.5,2.38,0,1,2.3,59.0,23,0,9,0.0,40,0,11,14,79.6,56.1,56.1,58.3,0,1,44,0,0.0,77.7,0.0,0,1,0,3,2,1,2.3,188,4.8
Andy Dalton,6187,QB,CAR,1,80.6,36,38,7.3,2.88,1,1,2.4,68.4,26,0,12,10.3,40,3,13,5,79.8,59.2,58.2,61.3,0,2,44,0,0.0,78.9,0.0,0,2,0,1,2,2,4.5,221,5.8
Baker Mayfield,46518,QB,TB,1,72.2,36,36,5.8,2.85,0,0,0.0,66.7,24,0,8,7.7,41,2,16,30,79.8,56.6,51.7,82.6,0,3,45,1,12.5,97.9,2.4,1,3,0,0,4,2,4.4,328,9.1
Aaron Rodgers,2241,QB,NYJ,1,81.3,32,35,9.0,2.71,2,2,5.3,65.7,23,0,6,11.5,38,3,12,22,79.0,80.3,80.4,,1,1,41,1,50.0,99.0,7.9,3,0,0,0,2,0,0.0,294,8.4
Trevor Lawrence,77632,QB,JAX,1,79.4,34,35,9.5,2.62,0,1,2.8,65.7,23,0,15,14.8,41,4,15,15,79.5,77.6,76.9,60.5,0,1,42,0,20.0,91.8,7.3,3,3,0,1,2,1,2.4,234,6.7
Jayden Daniels,97993,QB,WAS,1,80.6,31,35,8.5,3.06,1,0,0.0,68.6,24,0,17,4.0,43,1,17,32,80.3,78.6,80.9,55.3,0,0,45,0,17.6,110.3,7.0,3,4,0,3,2,1,2.2,269,7.7
Justin Herbert,28237,QB,LAC,1,75.0,28,34,9.1,2.79,2,1,2.7,61.8,21,0,15,0.0,38,0,10,27,29.3,62.9,62.6,57.7,0,0,41,0,20.0,92.4,7.9,3,1,0,4,1,2,4.9,237,7.0
Drake Maye,143969,QB,NE,1,70.0,30,33,5.8,3.07,0,1,2.8,60.6,20,0,14,4.8,42,1,15,19,29.5,60.7,58.0,72.0,1,2,45,1,28.6,88.3,9.5,4,5,0,2,3,2,4.4,243,7.4
Dak Prescott,10769,QB,DAL,1,59.4,32,33,9.0,2.64,0,2,5.6,51.5,17,0,18,10.5,38,2,6,9,79.3,56.4,56.9,58.3,0,2,42,0,22.2,42.2,10.5,4,1,0,1,0,3,7.1,178,5.4
Bo Nix,97790,QB,DEN,1,72.4,29,33,11.9,4.13,2,1,2.8,57.6,19,0,19,9.5,41,2,15,10,79.6,78.7,71.1,87.1,1,1,44,1,10.5,84.9,4.9,2,6,0,1,2,0,0.0,216,6.5
Jordan Love,40306,QB,GB,1,75.9,29,32,6.9,2.71,1,1,2.9,68.8,22,0,11,0.0,36,0,17,12,79.2,72.1,69.5,66.7,1,1,38,0,0.0,119.5,0.0,0,3,0,1,4,0,0.0,258,8.1
Kyler Murray,38334,QB,ARZ,1,71.0,31,32,6.1,2.81,0,0,0.0,68.8,22,0,8,0.0,36,0,8,1,79.3,59.2,65.6,49.4,0,0,39,1,0.0,97.7,0.0,0,4,0,1,1,0,0.0,214,6.7
C.J. Stroud,129759,QB,HST,1,72.4,29,31,9.2,2.8,0,0,0.0,64.5,20,0,11,4.8,34,1,14,13,79.0,76.8,73.8,66.4,1,1,38,0,18.2,100.5,5.9,2,1,0,1,3,0,0.0,192,6.2
Kirk Cousins,7102,QB,ATL,1,70.4,27,30,7.3,2.45,2,0,0.0,63.3,19,0,8,0.0,30,0,11,2,78.5,68.7,67.4,61.0,0,0,31,0,0.0,96.9,0.0,0,0,0,1,1,1,3.2,223,7.4
Caleb Williams,144622,QB,CHI,1,95.8,24,29,5.7,3.06,2,2,6.1,79.3,23,0,13,0.0,34,0,16,6,79.3,87.9,82.8,76.2,0,1,39,0,23.1,124.4,8.8,3,2,0,3,4,1,2.6,226,7.8
Joe Burrow,28022,QB,CIN,1,95.5,22,28,5.9,2.95,1,1,3.6,67.9,19,0,14,9.5,35,2,12,7,78.7,82.3,76.6,82.6,2,0,35,1,28.6,89.6,11.4,4,2,0,3,0,0,0.0,208,7.4
Brock Purdy,77672,QB,SF,1,66.7,27,28,7.3,3.23,0,1,3.3,64.3,18,0,17,0.0,31,0,12,28,78.2,76.5,74.0,67.7,0,0,33,0,0.0,129.3,0.0,0,3,0,1,3,0,0.0,255,9.1
Will Levis,83542,QB,TEN,1,64.0,25,27,9.0,2.58,1,0,0.0,59.3,16,0,8,0.0,30,0,8,31,77.7,54.1,52.8,61.4,1,1,32,1,0.0,64.1,0.0,0,3,0,0,1,1,3.1,102,3.8
Lamar Jackson,46416,QB,BLT,1,80.0,25,26,10.5,3.05,0,0,0.0,76.9,20,0,11,0.0,30,0,16,3,79.9,82.3,81.1,66.5,0,1,33,0,18.2,114.7,6.7,2,2,0,1,1,0,0.0,323,12.4
Jared Goff,10635,QB,DET,1,79.2,24,25,9.8,2.63,0,1,3.7,72.0,18,0,9,5.3,29,1,13,11,77.8,72.3,73.3,54.9,1,0,31,1,22.2,153.8,6.9,2,2,0,0,3,0,0.0,315,12.6
Josh Allen,46601,QB,BUF,1,82.6,23,25,8.7,2.93,0,3,9.4,76.0,19,0,12,0.0,30,0,10,4,27.5,72.8,72.3,62.3,0,0,37,0,16.7,127.9,6.7,2,3,0,2,2,1,2.7,215,8.6
Jalen Hurts,40291,QB,PHI,1,66.7,24,25,10.6,2.51,0,1,4.0,64.0,16,0,12,0.0,27,0,11,24,79.9,73.0,62.7,80.0,0,0,27,0,8.3,126.1,3.7,1,0,0,1,2,0,0.0,264,10.6
Justin Fields,82118,QB,PIT,1,69.6,23,24,9.4,3.39,0,0,0.0,58.3,14,0,20,12.5,33,2,8,25,79.4,57.3,45.5,83.2,0,0,36,3,15.0,75.9,9.1,3,5,0,1,0,2,5.6,145,6.0
Deshaun Watson,11767,QB,CLV,1,77.3,22,23,5.9,2.66,0,0,0.0,69.6,16,0,15,5.9,30,1,7,8,78.4,51.5,51.4,62.3,0,0,33,1,33.3,90.5,16.7,5,2,0,1,0,1,3.0,168,7.3
Cooper Rush,12324,QB,DAL,1,72.7,11,11,4.6,2.38,0,0,0.0,72.7,8,0,2,0.0,11,0,4,9,72.6,40.2,42.6,60.0,0,1,11,0,0.0,42.2,0.0,0,0,0,0,0,1,9.1,46,4.2
Hendon Hooker,60593,QB,DET,1,50.0,2,2,4.5,3.23,0,0,0.0,50.0,1,0,2,0.0,3,0,1,11,67.4,60.3,59.3,60.0,0,0,3,0,50.0,83.3,33.3,1,0,0,0,0,0,0.0,19,9.5
Davis Mills,52269,QB,HST,1,,0,1,,1.4,1,0,0.0,0.0,0,0,0,,1,0,0,13,60.4,59.2,60.0,,0,0,1,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Mac Jones,60323,QB,JAX,1,100.0,1,1,5.0,2.6,0,0,0.0,100.0,1,0,1,0.0,2,0,0,15,63.6,58.9,58.9,,0,0,2,0,100.0,91.7,50.0,1,0,0,0,0,0,0.0,6,6.0
