player,pos,team_2024,team_2025,type,snaps,age,current_apy,guarantees,team_abbr_24,team_abbr_25
Corey Ballentine,CB,Packers,Colts,Signed,0.07,29,1337500,1337500,GB,IND
Teven Jenkins,RG,Bears,Browns,Signed,0.65,27,3050000,3050000,CHI,CLE
Richie Grant,S,Falcons,49ers,Signed,0.146,28,1500000,1500000,ATL,SF
Johnathan Hankins,IDL,Seahawks,,UFA,0.345,33,2050000,2050000,SEA,NA
Eddy Pineiro,K,Panthers,,UFA,0.268,30,2050000,2050000,CAR,NA
Levi Onwuzurike,IDL,Lions,Lions,Signed,0.579,27,4000000,4000000,DET,DET
Brandon Allen,QB,49ers,Titans,Signed,0.05,33,1422500,1422500,SF,TEN
Liam Eichenberg,C,Dolphins,Dolphins,Signed,0.909,27,2225000,2225000,MIA,MIA
Travis Homer,RB,Bears,Bears,Signed,0.066,27,1750000,1750000,CHI,CHI
Calais Campbell,IDL,Dolphins,Cardinals,Signed,0.578,39,5500000,5500000,MIA,ARI
Avonte Maddox,CB,Eagles,Lions,Signed,0.33,29,1422500,1422500,PHI,DET
Daniel Ekuale,IDL,Patriots,Steelers,Signed,0.6459999999999999,31,2800000,2800000,NE,PIT
Chuck Clark,S,Jets,,UFA,0.5720000000000001,30,2000000,2000000,NYJ,NA
Sam Martin,P,Bills,Panthers,Signed,0.336,35,1600000,1600000,BUF,CAR
Olisaemeka Udoh,LT,Saints,Titans,Signed,0.13699999999999998,28,1170000,1170000,NO,TEN
Jordan Poyer,S,Dolphins,,UFA,0.9059999999999999,34,2000000,2000000,MIA,NA
Marcedes Lewis,TE,Bears,,UFA,0.19399999999999998,41,2000000,2000000,CHI,NA
Greg Van Roten,RG,Giants,Giants,Signed,1,35,3250000,3250000,NYG,NYG
Johnny Mundt,TE,Vikings,Jaguars,Signed,0.389,31,2750000,2750000,MIN,JAX
Andrus Peat,LG,Raiders,,UFA,0.051,32,2000000,2000000,LV,NA
Arthur Maulet,CB,Ravens,,SFA,0.063,32,2000000,2000000,BAL,NA
Robert Jones,RG,Dolphins,Cowboys,Signed,0.9470000000000001,26,3750000,3750000,MIA,DAL
J.K. Scott,P,Chargers,Chargers,Signed,0.33299999999999996,29,3000000,3000000,LAC,LAC
Alexander Mattison,RB,Raiders,Dolphins,Signed,0.395,27,1337500,1337500,LV,MIA
Derrick Nnadi,IDL,Chiefs,Jets,Signed,0.204,29,1422500,1422500,KC,NYJ
Jamie Gillan,P,Giants,Giants,Signed,0.233,28,3000000,3000000,NYG,NYG
Kevin Givens,IDL,49ers,49ers,Signed,0.17300000000000001,28,2050000,2050000,SF,SF
Nick Westbrook-Ikhine,WR,Titans,Dolphins,Signed,0.705,28,2995000,2995000,TEN,MIA
Taven Bryan,IDL,Colts,,UFA,0.294,29,2000000,2000000,IND,NA
Brandon Powell,WR,Vikings,,UFA,0.191,30,2000000,2000000,MIN,NA
Derek Barnett,EDGE,Texans,Texans,Signed,0.35600000000000004,29,4000000,4000000,HOU,HOU
Trevon Moehrig,S,Raiders,Panthers,Signed,0.987,26,17000000,17000000,LV,CAR
Jordan Akins,TE,Browns,,UFA,0.386,33,1950000,1950000,CLE,NA
Siran Neal,CB,Dolphins,49ers,Signed,0.055,31,2000000,2000000,MIA,SF
Demetrius Flannigan-Fowles,S,49ers,Giants,Signed,0.141,29,1337500,1337500,SF,NYG
Nick Mullens,QB,Vikings,Jaguars,Signed,0.006,30,2250000,2250000,MIN,JAX
Isaiah Wynn,RT,Dolphins,,UFA,0.091,30,1885000,1885000,MIA,NA
Ameer Abdullah,RB,Raiders,,UFA,0.365,32,1850000,1850000,LV,NA
Jeremiah Ledbetter,IDL,Jaguars,Giants,Signed,0.369,31,1775000,1775000,JAX,NYG
Asante Samuel Jr.,CB,Chargers,,UFA,0.214,26,1805737,1805737,LAC,NA
Maurice Hurst,IDL,Browns,,UFA,0.151,30,1800000,1800000,CLE,NA
David Quessenberry,RG,Vikings,,UFA,0.098,35,1800000,1800000,MIN,NA
Adam Butler,IDL,Raiders,Raiders,Signed,0.77,31,5500000,5500000,LV,LV
Michael Deiter,C,Commanders,Commanders,Signed,0.19899999999999998,29,1337500,1337500,WAS,WAS
Dan Feeney,LG,Vikings,,UFA,0,31,1800000,1800000,MIN,NA
Poona Ford,IDL,Chargers,Rams,Signed,0.5529999999999999,30,9200000,9200000,LAC,LAR
Trent Sherfield,WR,Vikings,Broncos,Signed,0.16,29,3000000,3000000,MIN,DEN
Troy Dye,LB,Chargers,Chargers,Signed,0.29100000000000004,29,2750000,2750000,LAC,LAC
Josh Jones,RG,Ravens,Seahawks,Signed,0.040999999999999995,28,4000000,4000000,BAL,SEA
Benito Jones,IDL,Dolphins,Dolphins,Signed,0.452,28,2000000,2000000,MIA,MIA
Jihad Ward,EDGE,Vikings,,UFA,0.41100000000000003,31,1790000,1790000,MIN,NA
Aaron Banks,LG,49ers,Packers,Signed,0.718,28,19250000,19250000,SF,GB
Kentavius Street,EDGE,Falcons,Falcons,Signed,0.252,29,1337500,1337500,ATL,ATL
Adoree' Jackson,CB,Giants,Eagles,Signed,0.39,30,1755000,1755000,NYG,PHI
Trystan Colon,C,Cardinals,,UFA,0.35200000000000004,27,1750000,1750000,ARI,NA
Khyiris Tonga,IDL,Cardinals,Patriots,Signed,0.21100000000000002,29,2100000,2100000,ARI,NE
Jeff Wilson,RB,Dolphins,,UFA,0.062,30,1750000,1750000,MIA,NA
Eric Murray,S,Texans,Jaguars,Signed,0.782,31,6500000,6500000,HOU,JAX
Riley Dixon,P,Broncos,Buccaneers,Signed,0.28800000000000003,32,3000000,3000000,DEN,TB
Rondale Moore,WR,Falcons,Vikings,Signed,0,25,2000000,2000000,ATL,MIN
Justin Watson,WR,Chiefs,Texans,Signed,0.598,29,2500000,2500000,KC,HOU
Kris Boyd,CB,Texans,Jets,Signed,0.044000000000000004,29,1600000,1600000,HOU,NYJ
Azeez Ojulari,EDGE,Giants,Eagles,Signed,0.358,25,3000000,3000000,NYG,PHI
Blake Hance,RT,Jaguars,Titans,Signed,0.094,29,1320000,1320000,JAX,TEN
Mario Edwards Jr.,IDL,Texans,Texans,Signed,0.425,31,4750000,4750000,HOU,HOU
Khalil Davis,IDL,49ers,,UFA,0.192,29,1650000,1650000,SF,NA
J.K. Dobbins,RB,Chargers,,UFA,0.5,27,1610000,1610000,LAC,NA
Dillon Radunz,RT,Titans,Saints,Signed,0.8240000000000001,27,2250000,2250000,TEN,NO
Joe Cardona,LS,Patriots,,SFA,0.264,33,1575000,1575000,NE,NA
Trey McBride,TE,Cardinals,Cardinals,Extension,0.852,26,19000000,19000000,ARI,ARI
Chris Conley,WR,49ers,,UFA,0.222,33,1550000,1550000,SF,NA
Dayo Odeyingbo,EDGE,Colts,Bears,Signed,0.6459999999999999,26,16000000,16000000,IND,CHI
Trenton Scott,RT,Commanders,Commanders,Signed,0.165,31,1422500,1422500,WAS,WAS
Elijah Campbell,CB,Dolphins,Dolphins,Signed,0.071,30,1900000,1900000,MIA,MIA
Tavierre Thomas,CB,Buccaneers,Vikings,Signed,0.04,29,2000000,2000000,TB,MIN
Samaje Perine,RB,Chiefs,Bengals,Signed,0.258,30,1800000,1800000,KC,CIN
Dare Ogunbowale,RB,Texans,Texans,Signed,0.28,31,1800000,1800000,HOU,HOU
Devin Bush,LB,Browns,Browns,Signed,0.419,27,3250000,3250000,CLE,CLE
Chase Edmonds,RB,Buccaneers,,UFA,0,29,1500000,1500000,TB,NA
K'Von Wallace,S,Seahawks,,UFA,0.11199999999999999,28,1500000,1500000,SEA,NA
Ed Ingram,RG,Vikings,Texans,Trade,0.519,26,1499494,1499494,MIN,HOU
Nyheim Hines,RB,Browns,,SFA,0,29,1495000,1495000,CLE,NA
Tutu Atwell,WR,Rams,Rams,Signed,0.39,26,10000000,10000000,LAR,LAR
Fabian Moreau,CB,Vikings,,UFA,0.09,31,1460000,1460000,MIN,NA
Nick Bolton,LB,Chiefs,Chiefs,Signed,0.87,25,15000000,15000000,KC,KC
JaMycal Hasty,RB,Patriots,,UFA,0.098,29,1450000,1450000,NE,NA
Charley Hughlett,LS,Browns,Eagles,Signed,0.07200000000000001,35,1442500,1442500,CLE,PHI
Kenny Yeboah,TE,Jets,Lions,Signed,0.099,27,1337500,1337500,NYJ,DET
Khalil Dorsey,CB,Lions,Lions,Signed,0.067,27,1650000,1650000,DET,DET
Christian Rozeboom,LB,Rams,Panthers,Signed,0.743,28,2500000,2500000,LAR,CAR
Josh Myers,C,Packers,Jets,Signed,0.93,27,2000000,2000000,GB,NYJ
Kyle Trask,QB,Buccaneers,Buccaneers,Signed,0.017,27,2787500,2787500,TB,TB
Jon Weeks,LS,Texans,49ers,Signed,0.33299999999999996,39,1422500,1422500,HOU,SF
John Johnson,S,Rams,,UFA,0.053,30,1377500,1377500,LAR,NA
Morgan Cox,LS,Titans,Titans,Signed,0.262,39,1422500,1422500,TEN,TEN
Rodney McLeod,S,Browns,,UFA,0.524,35,1377500,1377500,CLE,NA
Marcus Maye,S,Chargers,,UFA,0.377,32,1377500,1377500,LAC,NA
Chris Manhertz,TE,Giants,Giants,Signed,0.304,33,1422500,1422500,NYG,NYG
Josh Johnson,QB,Ravens,Commanders,Signed,0.032,39,1422500,1422500,BAL,WAS
Anthony Walker Jr.,LB,Dolphins,Buccaneers,Signed,0.485,30,1422500,1422500,MIA,TB
Lucas Patrick,RG,Saints,Bengals,Signed,0.517,32,2100000,2100000,NO,CIN
Antonio Hamilton,CB,Falcons,,UFA,0.035,32,1377500,1377500,ATL,NA
William Gholston,IDL,Buccaneers,,UFA,0.18100000000000002,34,1377500,1377500,TB,NA
Kamu Grugier-Hill,LB,Vikings,,UFA,0.158,31,1377500,1377500,MIN,NA
Eric Wilson,LB,Packers,Vikings,Signed,0.512,31,2600000,2600000,GB,MIN
James Winchester,LS,Chiefs,Chiefs,Signed,0.297,36,1650000,1650000,KC,KC
Patrick Scales,LS,Bears,,UFA,0,37,1377500,1377500,CHI,NA
Brent Urban,IDL,Ravens,,UFA,0.17300000000000001,34,1377500,1377500,BAL,NA
Casey Kreiter,LS,Giants,Giants,Signed,0.29600000000000004,35,1422500,1422500,NYG,NYG
Aaron Brewer,LS,Cardinals,Cardinals,Signed,0.307,35,1422500,1422500,ARI,ARI
Mike Pennel,IDL,Chiefs,Chiefs,Signed,0.29600000000000004,34,1422500,1422500,KC,KC
C.J. Goodwin,CB,Cowboys,Cowboys,Signed,0.004,35,1422500,1422500,DAL,DAL
J.J. Jansen,LS,Panthers,Panthers,Signed,0.27399999999999997,39,1422500,1422500,CAR,CAR
Luke Fortner,C,Jaguars,Jaguars,Signed,0.013000000000000001,27,1500000,1500000,JAX,JAX
Iosua Opeta,LG,Buccaneers,Buccaneers,Signed,0,29,1337500,1337500,TB,TB
Quinton Jefferson,IDL,Bills,,UFA,0.23199999999999998,32,1370000,1370000,BUF,NA
Nicholas Petit-Frere,RT,Titans,,SFA,0.568,26,1363935,1363935,TEN,NA
Caleb Johnson,LB,Jaguars,,UFA,0.001,27,1350000,1350000,JAX,NA
Cody Ford,RG,Bengals,Bengals,Signed,0.606,29,3000000,3000000,CIN,CIN
Sterling Shepard,WR,Buccaneers,Buccaneers,Signed,0.446,32,1500000,1500000,TB,TB
Steven Sims,WR,Ravens,Seahawks,Signed,0.009000000000000001,28,1170000,1170000,BAL,SEA
Taybor Pepper,LS,49ers,,SFA,0.287,31,1320000,1320000,SF,NA
C.J. Beathard,QB,Jaguars,,UFA,0,32,1310000,1310000,JAX,NA
Andre Cisco,S,Jaguars,Jets,Signed,0.8190000000000001,25,8500000,8500000,JAX,NYJ
Justin Strnad,LB,Broncos,Broncos,Signed,0.585,29,2787500,2787500,DEN,DEN
Ian Thomas,TE,Panthers,Raiders,Signed,0.09,29,1524500,1524500,CAR,LV
Jerry Hughes,EDGE,Texans,,UFA,0.084,37,1300000,1300000,HOU,NA
Joseph Ossai,EDGE,Bengals,Bengals,Signed,0.506,25,6500000,6500000,CIN,CIN
Van Jefferson,WR,Steelers,Titans,Signed,0.639,29,1670000,1670000,PIT,TEN
Ty Johnson,RB,Bills,Bills,Signed,0.29,28,2500000,2500000,BUF,BUF
Storm Norton,RT,Falcons,Falcons,Signed,0.111,31,1500000,1500000,ATL,ATL
Michael Dunn,LG,Browns,,UFA,0.145,31,1292500,1292500,CLE,NA
Noah Igbinoghene,CB,Commanders,Commanders,Signed,0.755,26,1500000,1500000,WAS,WAS
Da'Shawn Hand,EDGE,Dolphins,Chargers,Signed,0.529,30,2350000,2350000,MIA,LAC
River Cracraft,WR,Dolphins,Seahawks,Signed,0.105,31,1170000,1170000,MIA,SEA
Scott Miller,WR,Steelers,Steelers,Signed,0.18600000000000003,28,1337500,1337500,PIT,PIT
David Moore,WR,Panthers,Panthers,Signed,0.5870000000000001,30,1422500,1422500,CAR,CAR
Trent Sieg,LS,Cowboys,Cowboys,Signed,0.295,30,1483333,1483333,DAL,DAL
Deonte Harty,WR,Ravens,,UFA,0.005,28,1292500,1292500,BAL,NA
Aaron Stinnie,LG,Giants,Giants,Signed,0.172,31,1337500,1337500,NYG,NYG
Michael Badgley,K,Lions,,UFA,0,30,1292500,1292500,DET,NA
Matthew Adams,LB,Giants,,UFA,0.001,30,1292500,1292500,NYG,NA
Olamide Zaccheaus,WR,Commanders,Bears,Signed,0.425,28,1500000,1500000,WAS,CHI
Nick Scott,S,Panthers,Panthers,Signed,0.284,30,1337500,1337500,CAR,CAR
Kyle Allen,QB,Steelers,Lions,Signed,0.002,29,1270000,1270000,PIT,DET
James Smith-Williams,EDGE,Falcons,,UFA,0.275,28,1292500,1292500,ATL,NA
Jaylinn Hawkins,S,Patriots,Patriots,Signed,0.547,28,1800000,1800000,NE,NE
Will Harris,S,Saints,Commanders,Signed,0.731,30,4000000,4000000,NO,WAS
Chuma Edoga,LT,Cowboys,Jaguars,Signed,0.195,28,3500000,3500000,DAL,JAX
Kindle Vildor,CB,Lions,Buccaneers,Signed,0.223,28,1337500,1337500,DET,TB
Trevis Gipson,EDGE,Seahawks,,UFA,0.042,28,1292500,1292500,SEA,NA
L.J. Collier,EDGE,Cardinals,Cardinals,Signed,0.5429999999999999,30,3000000,3000000,ARI,ARI
Jacob Martin,EDGE,Bears,Commanders,Signed,0.187,30,2585000,2585000,CHI,WAS
KhaDarel Hodge,WR,Falcons,Falcons,Signed,0.20199999999999999,30,2750000,2750000,ATL,ATL
Chris Board,LB,Ravens,Giants,Signed,0.14800000000000002,30,2850000,2850000,BAL,NYG
Tanner Hudson,TE,Bengals,Bengals,Signed,0.105,31,1255000,1255000,CIN,CIN
Matt Peart,RT,Broncos,Broncos,Signed,0.17300000000000001,28,3500000,3500000,DEN,DEN
Cam Brown,LB,Dolphins,,UFA,0,27,1292500,1292500,MIA,NA
Ross Dwelley,TE,Falcons,,UFA,0.092,30,1292500,1292500,ATL,NA
Brady Christensen,LG,Panthers,Panthers,Signed,0.384,29,2787500,2787500,CAR,CAR
Terrel Bernard,LB,Bills,Bills,Extension,0.6779999999999999,26,10500000,10500000,BUF,BUF
Milton Williams,IDL,Eagles,Patriots,Signed,0.479,26,26000000,26000000,PHI,NE
Benjamin St-Juste,CB,Commanders,Chargers,Signed,0.773,28,2500000,2500000,WAS,LAC
D'Ernest Johnson,RB,Jaguars,,UFA,0.18600000000000003,29,1275000,1275000,JAX,NA
Joe Bachie,LB,Bengals,,UFA,0.033,27,1275000,1275000,CIN,NA
Osa Odighizuwa,IDL,Cowboys,Cowboys,Signed,0.7809999999999999,27,20000000,20000000,DAL,DAL
Joey Slye,K,Patriots,Titans,Signed,0.27899999999999997,29,1295000,1295000,NE,TEN
Paulson Adebo,CB,Saints,Giants,Signed,0.37200000000000005,26,18000000,18000000,NO,NYG
Rick Lovato,LS,Eagles,,UFA,0.308,33,1260000,1260000,PHI,NA
MyCole Pruitt,TE,Steelers,,UFA,0.24,33,1260000,1260000,PIT,NA
Le'Raven Clark,RT,Eagles,,UFA,0,32,1260000,1260000,PHI,NA
Jamison Crowder,WR,Commanders,,UFA,0.10099999999999999,32,1260000,1260000,WAS,NA
Josh Palmer,WR,Chargers,Bills,Signed,0.5770000000000001,26,10000000,10000000,LAC,BUF
Rico Dowdle,RB,Cowboys,Panthers,Signed,0.5429999999999999,27,2750000,2750000,DAL,CAR
Justin Skule,LT,Buccaneers,Vikings,Signed,0.316,29,2000000,2000000,TB,MIN
Malcolm Koonce,EDGE,Raiders,Raiders,Signed,0,27,11040000,11040000,LV,LV
Divine Deablo,LB,Raiders,Falcons,Signed,0.618,27,7000000,7000000,LV,ATL
Hunter Long,TE,Rams,Jaguars,Signed,0.256,27,2500000,2500000,LAR,JAX
Dyami Brown,WR,Commanders,Jaguars,Signed,0.408,26,10000000,10000000,WAS,JAX
Tommy Tremble,TE,Panthers,Panthers,Signed,0.499,25,5250000,5250000,CAR,CAR
Chauncey Golston,EDGE,Cowboys,Giants,Signed,0.716,27,6000000,6000000,DAL,NYG
Danny Pinter,RG,Colts,Colts,Signed,0.127,29,1667500,1667500,IND,IND
Michael Jackson Sr.,CB,Panthers,Panthers,Signed,0.9890000000000001,28,5250000,5250000,CAR,CAR
Kendrick Green,RG,Texans,Bills,Signed,0.161,27,1200000,1200000,HOU,BUF
Patrick Jones II,EDGE,Vikings,Panthers,Signed,0.40399999999999997,27,7500000,7500000,MIN,CAR
Eric Saubert,TE,49ers,Seahawks,Signed,0.349,31,1422500,1422500,SF,SEA
Justin Hardee,WR,Titans,,UFA,0,31,1210000,1210000,TEN,NA
Teddy Bridgewater,QB,Lions,,UFA,0,33,1210000,1210000,DET,NA
Geoff Swaim,TE,Browns,,UFA,0.11800000000000001,32,1210000,1210000,CLE,NA
Nick Vigil,LB,Cowboys,,UFA,0.114,32,1210000,1210000,DAL,NA
Nick Vannett,TE,Titans,,UFA,0.365,32,1210000,1210000,TEN,NA
Noah Brown,WR,Commanders,Commanders,Signed,0.40399999999999997,29,3250000,3250000,WAS,WAS
Sheldon Day,IDL,Commanders,Commanders,Signed,0.251,31,1322500,1322500,WAS,WAS
Brandon McManus,K,Packers,Packers,Signed,0.253,34,5100000,5100000,GB,GB
Tony Jefferson,S,Chargers,Chargers,Signed,0.205,33,1380000,1380000,LAC,LAC
Conor McDermott,RG,Rams,,UFA,0,33,1210000,1210000,LAR,NA
Russell Wilson,QB,Steelers,Giants,Signed,0.637,37,10500000,10500000,PIT,NYG
Jalen Mills,CB,Jets,,UFA,0.39899999999999997,31,1210000,1210000,NYJ,NA
Tyler Matakevich,LB,Steelers,,UFA,0,33,1210000,1210000,PIT,NA
Elijah Wilkinson,LG,Falcons,Falcons,Signed,0.001,30,1422500,1422500,ATL,ATL
Jake McQuaide,LS,Dolphins,,UFA,0.134,38,1210000,1210000,MIA,NA
Kyle Peko,IDL,Lions,,UFA,0.078,32,1210000,1210000,DET,NA
Nick Bellore,LB,Commanders,Commanders,Signed,0.006,36,2100000,2100000,WAS,WAS
Cameron Sutton,CB,Steelers,,UFA,0.23399999999999999,30,1210000,1210000,PIT,NA
Kareem Hunt,RB,Chiefs,Chiefs,Signed,0.41600000000000004,30,1500000,1500000,KC,KC
Ahkello Witherspoon,CB,Rams,Rams,Signed,0.44299999999999995,30,1255000,1255000,LAR,LAR
Tashaun Gipson,S,49ers,,UFA,0.053,35,1210000,1210000,SF,NA
JuJu Smith-Schuster,WR,Chiefs,Chiefs,Signed,0.369,29,1422500,1422500,KC,KC
Zach Cunningham,LB,Broncos,,UFA,0.013000000000000001,31,1210000,1210000,DEN,NA
Allen Robinson,WR,Lions,,UFA,0.079,32,1210000,1210000,DET,NA
Chris Hubbard,RT,Giants,,UFA,0.228,34,1210000,1210000,NYG,NA
Eddie Goldman,IDL,Falcons,Commanders,Signed,0.297,31,1255000,1255000,ATL,WAS
Michael Palardy,P,Cardinals,,UFA,0.085,33,1210000,1210000,ARI,NA
Troy Hill,CB,Buccaneers,,UFA,0.19399999999999998,34,1210000,1210000,TB,NA
Mark Glowinski,RG,Colts,,UFA,0.327,33,1210000,1210000,IND,NA
Jordan Phillips,IDL,Bills,,UFA,0.13,33,1210000,1210000,BUF,NA
Artie Burns,CB,Seahawks,Dolphins,Signed,0.045,30,1355000,1355000,SEA,MIA
DeShawn Williams,IDL,Panthers,,UFA,0.27699999999999997,33,1210000,1210000,CAR,NA
Laken Tomlinson,LG,Seahawks,Texans,Signed,0.997,33,4250000,4250000,SEA,HOU
Vonn Bell,S,Bengals,,UFA,0.622,31,1210000,1210000,CIN,NA
Daryl Worley,CB,Titans,,UFA,0.434,30,1210000,1210000,TEN,NA
Germain Ifedi,RT,Browns,,UFA,0.456,31,1210000,1210000,CLE,NA
C.J. Uzomah,TE,Eagles,,UFA,0.114,32,1210000,1210000,PHI,NA
Michael Burton,FB,Broncos,Broncos,Signed,0.159,33,1422500,1422500,DEN,DEN
Shaquil Barrett,EDGE,Buccaneers,,UFA,0.011000000000000001,33,1210000,1210000,TB,NA
Eli Apple,CB,Chargers,,UFA,0.043,30,1210000,1210000,LAC,NA
Pat O'Donnell,P,49ers,,UFA,0.124,34,1210000,1210000,SF,NA
Fred Johnson,RG,Eagles,Jaguars,Signed,0.41600000000000004,28,1337500,1337500,PHI,JAX
DeAndre Carter,WR,Bears,Browns,Signed,0.121,32,1422500,1422500,CHI,CLE
Ben Cleveland,RG,Ravens,Ravens,Signed,0.044000000000000004,27,1170000,1170000,BAL,BAL
Elijah Molden,S,Chargers,Chargers,Signed,0.695,26,6250000,6250000,LAC,LAC
Rock Ya-Sin,CB,49ers,Lions,Signed,0.057999999999999996,29,1170000,1170000,SF,DET
Krys Barnes,LB,Cardinals,,UFA,0.18899999999999997,27,1192500,1192500,ARI,NA
Robert Hainsey,C,Buccaneers,Jaguars,Signed,0.083,27,7000000,7000000,TB,JAX
Matt Pryor,RG,Bears,Eagles,Signed,0.8859999999999999,31,1355000,1355000,CHI,PHI
Cam Akers,RB,Vikings,,UFA,0.254,26,1175000,1175000,MIN,NA
Larrell Murchison,EDGE,Rams,Rams,Signed,0,28,1170000,1170000,LAR,LAR
Ifeatu Melifonwu,CB,Lions,Dolphins,Signed,0.125,26,3000000,3000000,DET,MIA
Ernest Jones,LB,Seahawks,Seahawks,Signed,0.899,26,9500000,9500000,SEA,SEA
Brandon Stephens,CB,Ravens,Jets,Signed,0.924,28,12000000,12000000,BAL,NYJ
Baron Browning,EDGE,Cardinals,Cardinals,Signed,0.34,26,7500000,7500000,ARI,ARI
Jake Andrews,C,Patriots,Texans,Signed,0,26,1162086,1162086,NE,HOU
Jeff Driskel,QB,Commanders,,UFA,0.001,32,1150000,1150000,WAS,NA
Dan Skipper,LT,Lions,Lions,Signed,0.282,31,1422500,1422500,DET,DET
Reid Ferguson,LS,Bills,Bills,Signed,0.332,31,1625000,1625000,BUF,BUF
Cameron Young,IDL,Seahawks,,SFA,0.002,25,1141877,1141877,SEA,NA
Adam Prentice,FB,Saints,,UFA,0.25,28,1130000,1130000,NO,NA
Tyler Johnson,WR,Rams,Jets,Signed,0.331,27,1337500,1337500,LAR,NYJ
Tyus Bowser,EDGE,Dolphins,,UFA,0.259,30,1125000,1125000,MIA,NA
Myles Bryant,CB,Texans,,UFA,0.063,27,1125000,1125000,HOU,NA
Kevin King,CB,Falcons,Falcons,Signed,0.064,30,1337500,1337500,ATL,ATL
Hakeem Adeniji,LT,Browns,Cowboys,Signed,0,28,1170000,1170000,CLE,DAL
Justin Herron,RT,Saints,,UFA,0,30,1125000,1125000,NO,NA
James Proche,WR,Browns,Titans,Signed,0.013999999999999999,29,1170000,1170000,CLE,TEN
James Pierre,CB,Steelers,Steelers,Signed,0.18899999999999997,29,1295000,1295000,PIT,PIT
Elijah Riley,S,Giants,,UFA,0,27,1125000,1125000,NYG,NA
Kristian Welch,FB,Ravens,Packers,Signed,0.046,27,1170000,1170000,BAL,GB
Tyler Huntley,QB,Dolphins,,UFA,0.276,27,1125000,1125000,MIA,NA
Teair Tart,IDL,Chargers,Chargers,Signed,0.318,28,4500000,4500000,LAC,LAC
Khaleke Hudson,LB,Browns,,UFA,0.011000000000000001,28,1125000,1125000,CLE,NA
Parris Campbell,WR,Eagles,Cowboys,Signed,0.121,28,1337500,1337500,PHI,DAL
Raekwon McMillan,LB,Titans,,UFA,0.23800000000000002,29,1125000,1125000,TEN,NA
Matt Dickerson,IDL,Dolphins,Dolphins,Signed,0.013999999999999999,30,1170000,1170000,MIA,MIA
Nick Gates,C,Eagles,,SFA,0.083,30,1125000,1125000,PHI,NA
Ty Summers,LB,Giants,Giants,Signed,0.102,30,1270000,1270000,NYG,NYG
Tony Brown,WR,Browns,Browns,Signed,0,30,1337500,1337500,CLE,CLE
Ben Niemann,LB,Lions,,UFA,0.163,30,1125000,1125000,DET,NA
Jackson Barton,LT,Cardinals,,UFA,0.14300000000000002,30,1125000,1125000,ARI,NA
Brett Rypien,QB,Vikings,Vikings,Signed,0,29,1195000,1195000,MIN,MIN
Calvin Anderson,LT,Steelers,Steelers,Signed,0.01,29,2000000,2000000,PIT,PIT
Greg Joseph,K,Jets,,UFA,0.157,31,1125000,1125000,NYJ,NA
Sam Mustipher,C,Chargers,,UFA,0.098,29,1125000,1125000,LAC,NA
Bradley Bozeman,C,Chargers,Chargers,Signed,0.991,31,3250000,3250000,LAC,LAC
Mike Ford,CB,Browns,Falcons,Signed,0.054000000000000006,30,4000000,4000000,CLE,ATL
Darius Harris,LB,Cowboys,Cowboys,Signed,0,29,1170000,1170000,DAL,DAL
Greg Dortch,WR,Cardinals,Cardinals,Signed,0.39399999999999996,27,3263000,3263000,ARI,ARI
Lil'Jordan Humphrey,WR,Broncos,Giants,Signed,0.495,27,1245000,1245000,DEN,NYG
Marquez Valdes-Scantling,WR,Saints,Seahawks,Signed,0.44,31,4000000,4000000,NO,SEA
Jalyn Holmes,IDL,Commanders,Commanders,Signed,0.24,29,1337500,1337500,WAS,WAS
Tarvarius Moore,S,Bears,Bears,Signed,0,29,1170000,1170000,CHI,CHI
Ronnie Harrison,S,Colts,,UFA,0.003,28,1125000,1125000,IND,NA
Luke Gifford,LB,Titans,49ers,Signed,0.192,30,1800000,1800000,TEN,SF
Troy Reeder,LB,Rams,Rams,Signed,0.33399999999999996,31,1170000,1170000,LAR,LAR
Bryce Hall,CB,Buccaneers,Buccaneers,Signed,0.015,28,1170000,1170000,TB,TB
Ryan Neal,S,Buccaneers,,UFA,0.015,30,1125000,1125000,TB,NA
Tim Boyle,QB,Giants,Titans,Signed,0.075,31,1255000,1255000,NYG,TEN
Oren Burks,LB,Eagles,Bengals,Signed,0.14,30,2500000,2500000,PHI,CIN
Andre Dillard,LT,Packers,,UFA,0.012,30,1125000,1125000,GB,NA
Max Scharping,RG,Steelers,Steelers,Signed,0.006,29,1337500,1337500,PIT,PIT
David Long,CB,Colts,Colts,Signed,0.008,29,1170000,1170000,IND,IND
Lonnie Johnson Jr.,S,Panthers,Raiders,Signed,0.028999999999999998,30,1685000,1685000,CAR,LV
Irv Smith Jr.,TE,Texans,Texans,Signed,0.077,27,1230000,1230000,HOU,HOU
Oshane Ximines,EDGE,Patriots,,UFA,0.013000000000000001,29,1125000,1125000,NE,NA
Mike Edwards,S,Buccaneers,Chiefs,Signed,0.171,29,1337500,1337500,TB,KC
Will Grier,QB,Cowboys,Cowboys,Signed,0,30,1170000,1170000,DAL,DAL
Kendall Sheffield,CB,Jets,,UFA,0.08,29,1125000,1125000,NYJ,NA
Ugochukwu Amadi,CB,Saints,Saints,Signed,0.447,28,1280000,1280000,NO,NO
Daniel Jones,QB,Vikings,Colts,Signed,0.602,28,14000000,14000000,MIN,IND
Armon Watts,IDL,Giants,,UFA,0.079,29,1125000,1125000,NYG,NA
